Index,HF,AST,HTAG,AwayTeam,AR,HC,HTHG,AS,HS,HY,WHD,HST,AF,FTAG,AY,WHH,HTR,IWA,IWD,AC,FTR,IWH,HomeTeam,WHA,FTHG,Referee,Div,HR,Date,SeasonDate
854,12,4,2,Liverpool,1,13,0,5,14,0,3.4,4,13,2,1,3.75,A,1.9,3.1,1,A,3.5,Charlton,1.8,0,P. Jones,E0,0,27/10/01,2001
855,8,4,1,Newcastle,0,13,0,6,18,1,,8,15,3,2,,A,2.9,3,3,A,2.2,Everton,,1,J. T. Winter,E0,0,27/10/01,2001
856,8,5,1,Southampton,0,6,2,11,19,0,3.25,5,14,1,2,1.67,H,4.2,3.2,4,H,1.7,Fulham,4.5,2,A. P. D'Urso,E0,0,27/10/01,2001
857,16,6,0,Leeds,0,6,0,12,18,3,3.1,6,15,1,3,1.8,D,4,3.2,2,D,1.75,Man United,4,1,D. J. Gallagher,E0,0,27/10/01,2001
858,12,5,1,Arsenal,0,7,0,14,10,3,3.2,6,22,1,3,3.5,A,2,3.1,6,D,3.2,Sunderland,1.91,1,M. A. Riley,E0,0,27/10/01,2001
859,11,3,1,Middlesbrough,0,8,0,8,10,0,,4,12,1,0,,A,4,3.3,5,H,1.7,Tottenham,,2,M. L Dean,E0,0,27/10/01,2001
860,14,8,0,Chelsea,0,4,1,19,13,1,3.3,8,11,1,4,4.2,H,1.85,3.1,10,D,3.6,Derby,1.72,1,S. G. Bennett,E0,0,28/10/01,2001
861,16,4,1,West Ham,0,8,0,12,12,2,3.2,8,11,3,2,2,A,3.5,3.1,9,A,1.9,Ipswich,3.2,2,S. W. Dunn,E0,0,28/10/01,2001
862,11,5,0,Leicester,0,7,0,10,12,6,3.75,3,7,0,2,1.4,D,5.4,3.8,1,D,1.45,Blackburn,7,0,R. Styles,E0,0,29/10/01,2001
863,13,6,1,Everton,0,9,1,11,16,4,3.25,8,13,2,2,2.2,D,2.6,3,3,D,2.4,Bolton,2.75,2,A. P. D'Urso,E0,1,03/11/01,2001
864,13,4,0,Sunderland,0,7,0,11,9,1,3.1,5,20,0,3,2.62,D,2.3,3,7,H,2.7,Leicester,2.37,1,S. W. Dunn,E0,0,03/11/01,2001
865,10,4,0,Derby,0,6,0,6,11,0,3.2,7,12,1,1,1.72,D,4.2,3.2,4,H,1.7,Middlesbrough,4.33,5,N. S. Barry,E0,0,03/11/01,2001
866,15,2,0,Aston Villa,0,13,1,10,17,0,,7,7,0,3,,H,3.1,3,8,H,2.1,Newcastle,,3,C. R. Wilkes,E0,0,03/11/01,2001
867,19,5,1,Blackburn,0,10,1,6,16,1,3.1,6,18,2,1,2.37,D,2.9,3,4,A,2.2,Southampton,2.62,1,A. G. Wiley,E0,0,03/11/01,2001
868,13,6,1,Fulham,0,10,0,14,12,1,,6,18,2,3,,A,3.1,3,8,A,2.1,West Ham,,0,G. P. Barber,E0,0,03/11/01,2001
869,9,4,2,Charlton,0,4,1,9,26,3,4.5,12,11,4,2,1.25,A,6,3.9,6,A,1.4,Arsenal,10,2,M. R. Halsey,E0,0,04/11/01,2001
870,12,3,0,Ipswich,0,5,1,7,15,0,3.6,6,17,1,2,1.44,H,5.4,3.8,6,H,1.45,Chelsea,6.5,2,R. Styles,E0,0,04/11/01,2001
871,9,4,0,Tottenham,0,7,0,11,20,1,3.3,9,15,1,3,1.57,D,4.6,3.4,3,H,1.6,Leeds,5.5,2,S. G. Bennett,E0,0,04/11/01,2001
872,9,3,0,Man United,0,1,2,10,8,0,2.9,5,13,1,0,2.4,H,2.9,3,1,H,2.2,Liverpool,2.75,3,G. Poll,E0,0,04/11/01,2001
873,16,2,0,Middlesbrough,0,5,0,11,8,1,3.3,5,9,0,2,1.61,D,4.6,3.4,3,D,1.6,Aston Villa,5,0,P. Jones,E0,0,17/11/01,2001
874,17,2,1,Liverpool,0,6,0,5,5,2,3.3,5,10,1,0,3.6,A,2.1,3,3,D,3.1,Blackburn,1.83,1,M. A. Riley,E0,0,17/11/01,2001
875,13,4,0,Southampton,0,7,1,8,9,0,3.2,3,13,0,1,2,H,3.2,3.1,6,H,2,Derby,3.2,1,P. A. Durkin,E0,0,17/11/01,2001
876,10,1,0,Newcastle,0,4,2,7,8,0,3.2,8,18,1,6,2.2,H,2.9,3,4,H,2.2,Fulham,2.8,3,E. K. Wolstenholme,E0,0,17/11/01,2001
877,10,4,0,Leicester,0,10,1,8,14,2,5,7,10,0,1,1.2,H,9,4.5,4,H,1.25,Man United,11,2,A. P. D'Urso,E0,0,17/11/01,2001
878,18,5,0,Arsenal,0,9,0,5,9,2,2.9,4,16,1,1,2.62,D,2.4,2.9,6,D,2.7,Tottenham,2.5,1,J. T. Winter,E0,0,17/11/01,2001
879,11,7,0,Chelsea,0,8,0,14,12,1,3.1,4,11,0,3,2.6,D,2.4,2.9,4,D,2.7,Everton,2.4,0,M. R. Halsey,E0,0,18/11/01,2001
880,8,5,2,Bolton,0,12,1,10,8,0,3.25,4,16,2,2,2.2,A,3.2,3.1,2,A,2,Ipswich,2.75,1,S. G. Bennett,E0,0,18/11/01,2001
881,25,6,0,Leeds,0,5,0,12,12,1,3.25,5,11,0,3,2.62,D,2,3.1,3,H,3.2,Sunderland,2.3,2,G. P. Barber,E0,0,18/11/01,2001
882,8,7,2,West Ham,0,13,2,11,18,1,3.1,9,13,4,2,2.25,D,2.9,3,4,D,2.2,Charlton,2.8,4,A. G. Wiley,E0,0,19/11/01,2001
883,11,1,0,Fulham,0,2,0,7,11,1,3.3,5,9,0,1,2.37,D,2.7,3,3,D,2.3,Bolton,2.5,0,M. L Dean,E0,0,24/11/01,2001
884,13,2,0,Blackburn,0,7,0,8,14,0,3.3,8,7,0,2,1.61,D,4.4,3.3,3,D,1.65,Chelsea,5,0,G. Poll,E0,0,24/11/01,2001
885,18,3,0,Everton,0,7,0,8,8,2,3.1,7,21,0,1,2.37,D,2.7,3,2,D,2.3,Leicester,2.62,0,U. D. Rennie,E0,0,24/11/01,2001
886,10,4,0,Derby,0,8,1,8,17,1,3.6,10,14,0,2,1.44,H,5,3.7,6,H,1.5,Newcastle,6.5,1,R. Styles,E0,0,24/11/01,2001
887,10,4,0,Charlton,0,10,0,7,15,0,3.2,8,16,0,1,2.25,D,2.9,3,5,H,2.2,Southampton,2.75,1,D. J. Gallagher,E0,0,24/11/01,2001
888,18,3,0,Tottenham,0,4,0,10,10,2,3.1,6,13,1,2,2.5,D,2.6,3,2,A,2.4,West Ham,2.5,0,D. R. Elleray,E0,0,24/11/01,2001
889,12,1,1,Man United,0,11,0,2,14,2,3.1,10,19,1,3,2.5,A,2.7,3,2,H,2.3,Arsenal,2.5,3,P. Jones,E0,0,25/11/01,2001
890,15,8,1,Aston Villa,0,7,1,15,16,2,3.1,9,15,1,2,1.9,D,3.8,3.1,6,D,1.8,Leeds,3.6,1,N. S. Barry,E0,1,25/11/01,2001
891,9,5,0,Sunderland,0,4,1,12,7,1,3.5,3,12,0,3,1.44,H,5.4,3.8,3,H,1.45,Liverpool,7,1,S. G. Bennett,E0,1,25/11/01,2001
892,5,3,0,Ipswich,0,3,0,11,9,0,3.4,4,8,0,0,1.66,D,4,3.2,5,D,1.75,Middlesbrough,4.33,0,D. Pugh,E0,0,25/11/01,2001
893,8,4,1,Leicester,0,7,0,6,11,0,3.3,7,14,2,4,1.5,A,5.4,3.5,8,A,1.5,Aston Villa,6.5,0,S. G. Bennett,E0,1,01/12/01,2001
894,8,5,1,Middlesbrough,0,7,0,8,14,1,3,4,9,1,2,1.9,A,3.6,3.1,3,A,1.85,Blackburn,3.75,0,B. Knight,E0,0,01/12/01,2001
895,7,6,0,Newcastle,1,3,0,12,15,1,3.1,7,11,1,2,2.5,D,2.5,3,7,D,2.5,Charlton,2.5,1,A. P. D'Urso,E0,0,01/12/01,2001
896,9,5,1,Liverpool,0,5,0,7,12,1,3.3,4,14,1,2,4.5,A,1.8,3.1,9,A,3.8,Derby,1.66,0,G. P. Barber,E0,0,01/12/01,2001
897,4,3,1,Arsenal,0,12,0,7,7,0,3.1,2,9,2,2,4,A,1.9,3.1,5,A,3.5,Ipswich,1.8,0,D. R. Elleray,E0,0,01/12/01,2001
898,9,5,1,Chelsea,0,7,0,14,12,2,3.1,5,16,3,3,1.66,A,4,3.2,2,A,1.75,Man United,5,0,A. G. Wiley,E0,0,01/12/01,2001
899,12,5,0,West Ham,0,3,0,10,15,3,3.1,6,16,0,0,1.8,D,3.8,3.1,3,H,1.8,Sunderland,4,1,P. Jones,E0,0,01/12/01,2001
900,19,4,0,Southampton,0,5,0,10,13,0,3.25,7,13,0,1,1.9,D,3.8,3.1,6,H,1.8,Everton,3.4,2,J.T. Winter,E0,0,02/12/01,2001
901,11,5,0,Leeds,0,5,0,6,13,1,3.1,5,21,0,2,2.75,D,2.5,3,5,D,2.5,Fulham,2.3,0,G. Poll,E0,0,02/12/01,2001
902,10,6,1,Bolton,0,5,0,9,14,0,3.4,6,14,2,2,1.5,A,4.4,3.3,6,H,1.65,Tottenham,6,3,P. A. Durkin,E0,0,03/12/01,2001
903,13,5,0,Charlton,0,8,0,11,20,1,3.75,5,10,1,1,1.36,D,6,3.9,1,A,1.4,Chelsea,8,0,D. J. Gallagher,E0,0,05/12/01,2001
904,10,5,1,Aston Villa,0,5,0,12,14,2,3.2,8,15,1,1,2.1,A,2.7,3,6,D,2.3,West Ham,3,1,M. L Dean,E0,0,05/12/01,2001
905,10,5,0,Tottenham,0,9,2,14,11,3,3.1,6,12,1,1,2.8,H,2.5,3,9,H,2.5,Charlton,2.25,3,S. W. Dunn,E0,0,08/12/01,2001
906,11,3,0,Bolton,0,5,0,6,16,0,3.1,6,24,0,4,2.37,D,3.2,2.9,4,H,2.1,Derby,2.62,1,M. D. Messias,E0,0,08/12/01,2001
907,15,3,0,Everton,1,6,1,5,10,2,3.1,4,25,0,4,1.72,H,3.6,3.1,7,H,1.85,Fulham,4.5,2,P. Dowd,E0,1,08/12/01,2001
908,13,5,1,Southampton,0,5,0,10,8,1,3,4,15,4,0,2,A,3.5,3.1,4,A,1.9,Leicester,3.4,0,G. Poll,E0,0,08/12/01,2001
909,7,2,0,Middlesbrough,0,4,2,4,8,0,3.6,5,10,0,2,1.4,H,5.4,3.8,6,H,1.45,Liverpool,7.5,2,D. J. Gallagher,E0,0,08/12/01,2001
910,18,4,0,West Ham,0,12,0,8,17,5,3.8,6,8,1,3,1.33,D,8,4.2,4,A,1.3,Man United,9,0,P. A. Durkin,E0,0,08/12/01,2001
911,18,5,2,Aston Villa,0,9,0,8,15,4,3.4,8,14,2,0,1.44,A,4.6,3.4,3,H,1.6,Arsenal,7,3,A. G. Wiley,E0,0,09/12/01,2001
912,15,7,0,Leeds,0,8,0,10,14,1,3,6,18,2,5,2.87,D,2.5,3,7,A,2.5,Blackburn,2.25,1,A. P. D'Urso,E0,0,09/12/01,2001
913,3,5,1,Newcastle,0,8,0,7,9,3,3,5,3,1,1,2.8,A,2.2,3,2,A,2.9,Ipswich,2.3,0,R. Styles,E0,0,09/12/01,2001
914,11,3,0,Chelsea,0,6,0,10,11,1,3.1,6,15,0,3,2.5,D,2.5,3,6,D,2.5,Sunderland,2.5,0,N. S. Barry,E0,0,09/12/01,2001
915,17,4,0,Fulham,0,7,0,8,16,0,3.4,7,11,0,0,1.5,D,5,3.7,3,D,1.5,Liverpool,6,0,J. T. Winter,E0,0,12/12/01,2001
916,8,5,0,Derby,0,5,2,8,20,1,4.33,11,13,0,2,1.28,H,8,4.2,6,H,1.3,Man United,8.5,5,M. R. Halsey,E0,0,12/12/01,2001
917,13,4,0,Charlton,0,7,0,6,13,1,3.1,6,13,0,2,2.25,D,2.7,3,4,D,2.3,Bolton,2.8,0,C. J. Foy,E0,0,15/12/01,2001
918,9,2,0,Derby,0,9,0,3,22,1,3.1,12,15,0,1,1.72,D,3.8,3.1,3,H,1.8,Everton,4.5,1,C. R. Wilkes,E0,0,15/12/01,2001
919,11,5,0,Man United,0,5,0,14,6,2,3.4,3,14,1,3,4.33,D,1.7,3.2,8,A,4.2,Middlesbrough,1.66,0,D. R. Elleray,E0,0,15/12/01,2001
920,8,6,1,Blackburn,0,10,0,8,15,0,3.25,6,15,1,3,1.72,A,4.2,3.2,6,H,1.7,Newcastle,4.2,2,S. W. Dunn,E0,0,15/12/01,2001
921,11,3,0,Sunderland,0,3,1,5,14,1,3.2,5,13,0,2,2.25,H,2.7,3,1,H,2.3,Southampton,2.75,2,D. Pugh,E0,0,15/12/01,2001
922,18,1,0,Fulham,0,3,2,12,10,3,2.8,6,15,0,2,2,H,3.3,3,6,H,2,Tottenham,3.75,4,N. S. Barry,E0,0,15/12/01,2001
923,10,6,1,Arsenal,0,7,1,16,8,4,3.3,4,14,1,3,3.75,D,1.8,3.1,6,D,3.8,West Ham,1.8,1,M. A. Riley,E0,0,15/12/01,2001
924,15,8,0,Liverpool,0,5,2,16,16,2,3.1,10,10,0,3,2.5,H,2.9,3,6,H,2.2,Chelsea,2.5,4,M. R. Halsey,E0,0,16/12/01,2001
925,6,4,0,Leicester,0,8,1,5,14,1,5,7,15,2,3,1.25,H,7,4,3,D,1.35,Leeds,8,2,R. Styles,E0,0,16/12/01,2001
926,16,3,1,Ipswich,0,1,1,14,10,0,3.4,5,10,1,1,1.5,D,4.8,3.5,4,H,1.55,Aston Villa,6,2,M. L Dean,E0,0,17/12/01,2001
927,10,3,0,Newcastle,1,4,1,4,19,3,3.4,8,19,3,3,1.5,H,4.4,3.3,4,A,1.65,Arsenal,6,1,G. Poll,E0,1,18/12/01,2001
928,12,3,0,Everton,0,5,2,8,18,1,3.5,7,13,2,1,1.44,H,6,3.9,2,H,1.4,Leeds,7,3,P. Jones ,E0,0,19/12/01,2001
929,16,4,0,Blackburn,0,4,0,7,10,2,3.25,2,19,2,3,1.9,D,3.1,3,3,A,2.1,Charlton,3.4,0,"Wiley, A. G.",E0,0,22/12/01,2001
930,11,3,1,Aston Villa,0,4,1,10,10,0,3.1,7,15,1,1,2.62,D,2.5,3,5,H,2.5,Derby,2.37,3,"Elleray, D. R.",E0,0,22/12/01,2001
931,19,7,1,Newcastle,0,2,1,13,15,2,3.1,6,17,4,1,1.8,D,3.5,3.1,9,A,1.9,Leeds,4,3,"Winter, J. T.",E0,0,22/12/01,2001
932,8,3,0,West Ham,0,6,1,7,10,2,3.1,4,15,1,2,2.37,H,2.9,3,7,D,2.2,Leicester,2.62,1,"Wolstenholme, E. K.",E0,1,22/12/01,2001
933,13,3,0,Southampton,0,8,3,6,12,1,4.5,7,10,1,1,1.25,H,9,4.5,6,H,1.25,Man United,10,6,"Dunn, S. W.",E0,0,22/12/01,2001
934,18,5,0,Everton,0,6,0,8,10,1,3.2,5,15,0,4,1.72,D,4.2,3.2,5,H,1.7,Sunderland,4.33,1,"Knight, B.",E0,0,22/12/01,2001
935,22,4,1,Ipswich,0,9,1,12,12,1,3.6,6,16,2,2,1.4,D,5,3.7,5,A,1.5,Tottenham,7.5,1,"Riley, M. A.",E0,1,22/12/01,2001
936,7,4,1,Bolton,0,4,2,10,16,2,3.75,5,21,1,2,1.36,H,5.4,3.8,4,H,1.45,Chelsea,8,5,"Rennie, U. D.",E0,0,23/12/01,2001
937,12,3,1,Arsenal,1,6,0,11,15,1,3,2,20,2,4,2.2,A,3.2,3.1,4,A,2,Liverpool,3,1,"Durkin, P. A.",E0,0,23/12/01,2001
938,18,3,1,Chelsea,0,4,0,9,11,2,3.3,7,21,1,4,1.83,A,3.2,3.1,5,H,2,Arsenal,3.6,2,"Barber, G. P.",E0,0,26/12/01,2001
939,10,6,1,Liverpool,0,7,1,12,10,1,3.1,5,9,2,0,2.87,D,2.2,3,3,A,2.9,Aston Villa,2.2,1,"D'Urso, A. P.",E0,0,26/12/01,2001
940,24,7,2,Sunderland,0,3,0,13,7,1,3.2,3,23,3,2,2.1,A,3.2,3.1,5,A,2,Blackburn,3,0,"Wilkes, C. R.",E0,1,26/12/01,2001
941,15,5,2,Leeds,0,11,0,8,17,1,3.1,2,20,3,3,4,A,1.85,3.1,2,A,3.6,Bolton,1.8,0,"Wiley, A. G.",E0,0,26/12/01,2001
942,11,7,0,Man United,0,4,0,11,10,0,3.3,5,12,2,1,5,D,1.65,3.3,11,A,4.4,Everton,1.61,0,"Rennie, U. D.",E0,0,26/12/01,2001
943,5,3,0,Charlton,0,4,0,8,10,2,3.2,4,14,0,1,1.72,D,4,3.2,9,D,1.75,Fulham,4.33,0,"Bennett, S. G.",E0,0,26/12/01,2001
944,2,1,0,Leicester,0,3,0,3,12,0,3.3,6,6,0,2,1.83,D,3.8,3.1,10,H,1.8,Ipswich,3.6,2,"Barry, N. S.",E0,0,26/12/01,2001
945,18,2,0,Middlesbrough,0,10,1,5,18,0,3.5,9,12,0,1,1.57,H,4.2,3.2,2,H,1.7,Newcastle,5,3,"Halsey, M. R.",E0,0,26/12/01,2001
946,15,6,0,Tottenham,0,4,0,10,6,0,3.25,5,16,0,3,2.5,D,2.5,3,13,H,2.5,Southampton,2.4,1,"Jones, P.",E0,0,26/12/01,2001
947,13,3,0,Derby,1,3,1,6,14,1,3.3,9,19,0,3,1.61,H,4,3.2,1,H,1.75,West Ham,5,4,"Poll, G.",E0,0,26/12/01,2001
948,17,2,1,Middlesbrough,0,9,0,3,16,3,4.5,6,13,1,4,1.25,A,7,4,1,H,1.35,Arsenal,10,2,"D'Urso, A. P.",E0,0,29/12/01,2001
949,12,4,1,Tottenham,0,12,0,7,12,0,3.1,7,10,1,3,2.2,A,3.1,3,1,D,2.1,Aston Villa,2.87,1,"Wolstenholme, E. K.",E0,0,29/12/01,2001
950,13,5,1,Derby,0,13,0,7,16,2,3.3,5,20,1,4,1.61,A,4.2,3.2,4,A,1.7,Blackburn,5,0,"Pugh, D.",E0,0,29/12/01,2001
951,11,8,2,Leicester,1,4,1,14,5,2,3.2,3,15,2,3,2.2,A,3.2,3.1,10,D,2,Bolton,2.8,2,"Riley, M. A.",E0,2,29/12/01,2001
952,16,4,1,Charlton,0,3,0,8,7,1,3.2,3,12,3,3,1.83,A,3.5,3.1,6,A,1.9,Everton,3.75,0,"Barber, G. P.",E0,0,29/12/01,2001
953,6,3,0,Sunderland,0,3,4,10,13,1,3.3,8,4,0,1,2.25,H,2.7,3,3,H,2.3,Ipswich,2.62,5,"Poll, G.",E0,0,29/12/01,2001
954,11,8,2,Chelsea,0,5,1,12,10,0,3.2,7,21,2,3,2.1,A,3.1,3,3,A,2.1,Newcastle,3,1,"Bennett, S. G.",E0,0,29/12/01,2001
955,17,7,0,Leeds,0,3,0,13,12,1,3.4,6,15,1,1,3.5,D,2,3.1,5,A,3.2,Southampton,1.83,0,"Halsey, M. R.",E0,0,29/12/01,2001
956,5,8,0,Liverpool,0,9,1,12,17,1,3.25,8,8,1,0,3.4,H,2,3.1,5,D,3.2,West Ham,1.9,1,"Styles, R.",E0,0,29/12/01,2001
957,14,10,2,Man United,0,4,1,19,17,0,3.5,9,8,3,2,4.5,A,1.7,3.2,3,A,4.2,Fulham,1.61,2,"Gallagher, D. J.",E0,0,30/12/01,2001
958,19,4,2,Ipswich,0,11,2,6,13,2,3.2,8,12,2,2,2.1,D,3,3.1,4,H,2.1,Charlton,3,3,"Rennie, U. D.",E0,0,01/01/02,2001
959,14,5,1,Southampton,0,2,2,8,13,2,4,6,18,4,1,1.33,H,7,4,6,A,1.35,Chelsea,8,2,"Wolstenholme, E. K.",E0,0,01/01/02,2001
960,15,4,0,West Ham,0,8,2,9,12,3,3.4,11,8,0,2,1.5,H,5.4,3.8,6,H,1.45,Leeds,6,3,"Dunn, S. W.",E0,0,01/01/02,2001
961,8,6,0,Bolton,0,4,0,7,15,1,5,5,15,1,4,1.25,D,9,4.5,8,D,1.25,Liverpool,8,1,"Wilkes, C. R.",E0,0,01/01/02,2001
962,12,3,0,Everton,0,5,0,11,10,1,3.2,4,10,0,2,1.83,D,4,3.2,6,H,1.75,Middlesbrough,3.75,1,"Styles, R.",E0,0,01/01/02,2001
963,14,4,0,Aston Villa,0,7,0,8,18,1,2.87,11,13,1,3,2.1,D,3.2,3.1,0,D,2,Sunderland,3.3,1,"Riley, M. A.",E0,0,01/01/02,2001
964,14,7,0,Blackburn,0,7,1,11,12,0,3.3,7,17,0,1,1.57,H,4.4,3.3,9,H,1.65,Tottenham,5.5,1,"Winter, J. T.",E0,0,01/01/02,2001
965,17,4,0,Fulham,0,10,0,8,10,1,3.1,0,7,1,2,2.5,D,2.9,3,3,A,2.2,Derby,2.5,0,"Knight, B.",E0,0,02/01/02,2001
966,11,6,0,Newcastle,0,6,1,11,11,1,3.6,7,8,1,1,1.5,H,4.6,3.4,5,H,1.6,Man United,5.5,3,"Jones, P.",E0,0,02/01/02,2001
967,12,4,0,Liverpool,0,5,0,7,9,0,3.4,7,7,0,1,4,D,1.9,3.1,6,H,3.5,Southampton,1.72,2,"Poll, G.",E0,0,09/01/02,2001
968,15,1,1,Derby,1,4,2,3,9,2,3.4,5,13,1,3,1.5,H,4.6,3.4,1,H,1.6,Aston Villa,6,2,"Halsey, M. R.",E0,0,12/01/02,2001
969,12,6,0,Charlton,1,7,2,9,18,0,3.2,11,11,1,0,2,H,3.2,3.1,2,H,2,Blackburn,3.2,4,"Barry, N. S.",E0,0,12/01/02,2001
970,10,4,0,Chelsea,0,10,0,9,11,0,3.25,5,11,2,1,3.4,D,1.8,3.1,3,D,3.8,Bolton,1.9,2,"Winter, J. T.",E0,0,12/01/02,2001
971,11,1,0,Sunderland,0,4,1,6,9,1,3.2,5,16,0,1,2.1,H,3.1,3,5,H,2.1,Everton,3,1,"Elleray, D. R.",E0,0,12/01/02,2001
972,15,4,1,Middlesbrough,0,10,2,8,19,1,3.25,11,18,1,2,1.72,H,4,3.2,2,H,1.75,Fulham,4.2,2,"Dean, M. L",E0,0,12/01/02,2001
973,3,6,0,Tottenham,0,5,1,11,8,0,3.1,5,1,1,1,2.37,H,2.7,3,5,H,2.3,Ipswich,2.62,2,"Messias, M. D.",E0,0,12/01/02,2001
974,17,6,1,Leeds,1,6,1,8,16,3,3.2,8,28,1,6,2.25,D,2.9,3,1,H,2.2,Newcastle,2.75,3,"Barber, G. P.",E0,0,12/01/02,2001
975,10,3,0,Leicester,0,5,1,5,11,1,3.3,7,11,0,2,1.57,H,4.4,3.3,4,H,1.65,West Ham,5.5,1,"Gallagher, D. J.",E0,0,12/01/02,2001
976,15,2,0,Liverpool,0,3,0,5,11,1,3.1,4,16,1,1,1.9,D,3.2,3.1,1,D,2,Arsenal,3.6,1,"Dunn, S. W.",E0,0,13/01/02,2001
977,11,7,2,Man United,0,8,1,11,12,1,3.5,4,8,3,1,5,A,1.65,3.3,6,A,4.4,Southampton,1.57,1,"Bennett, S. G.",E0,0,13/01/02,2001
978,7,5,0,Ipswich,0,3,0,13,13,0,3.1,5,16,3,2,2.37,D,2.7,3,3,A,2.3,Derby,2.62,1,"Durkin, P. A.",E0,0,19/01/02,2001
979,17,3,0,Newcastle,0,6,0,9,8,2,3.4,4,19,0,2,4.33,D,1.7,3.2,11,D,4.2,Leicester,1.66,0,"Wiley, A. G.",E0,0,19/01/02,2001
980,10,2,0,Southampton,0,8,1,6,9,0,3.75,5,17,1,1,1.36,H,6,3.9,3,D,1.4,Liverpool,8,1,"Barry, N. S.",E0,0,19/01/02,2001
981,13,4,0,Blackburn,0,8,1,10,16,1,5,6,13,1,0,1.22,H,8,4.2,3,H,1.3,Man United,9.5,2,"Rennie, U. D.",E0,0,19/01/02,2001
982,16,4,0,Bolton,0,2,1,7,11,1,3.25,3,17,1,1,1.9,H,4,3.2,6,D,1.75,Middlesbrough,3.4,1,"Poll, G.",E0,0,19/01/02,2001
983,19,2,1,Fulham,0,11,0,9,16,3,3.2,8,13,1,2,2.2,A,2.9,3,2,D,2.2,Sunderland,2.8,1,"Jones, P.",E0,0,19/01/02,2001
984,14,2,1,Everton,0,14,1,4,12,0,3.5,4,17,1,2,1.57,D,4.4,3.3,5,D,1.65,Tottenham,5,1,"Wilkes, C. R.",E0,0,19/01/02,2001
985,13,4,0,West Ham,1,6,1,5,22,3,3.25,15,10,1,1,1.61,H,4.6,3.4,4,H,1.6,Chelsea,5,5,"D'Urso, A. P.",E0,0,20/01/02,2001
986,18,6,1,Arsenal,0,3,1,9,6,1,3.1,1,16,1,2,2.5,D,2.8,2.9,7,D,2.3,Leeds,2.5,1,"Halsey, M. R.",E0,0,20/01/02,2001
987,7,3,2,Aston Villa,0,3,0,7,9,1,3.2,5,11,2,1,2.25,A,3,2.9,2,A,2.2,Charlton,2.75,1,"Styles, R",E0,0,21/01/02,2001
988,15,5,0,Liverpool,0,11,0,9,12,1,3.3,3,16,1,2,1.66,D,4.2,3.2,2,A,1.7,Man United,4.5,0,"Barber, G. P.",E0,0,22/01/02,2001
989,12,8,2,Arsenal,0,7,0,13,3,2,3.6,2,9,3,0,5.5,A,1.55,3.5,7,A,4.8,Leicester,1.5,1,"Elleray, D. R.",E0,0,23/01/02,2001
990,10,12,2,Man United,0,1,0,21,15,0,3.6,4,9,4,0,6.5,A,1.6,3.4,9,A,4.6,Bolton,1.44,0,"D'Urso, A. P.",E0,0,29/01/02,2001
991,11,2,0,Derby,0,9,0,3,11,1,3.3,3,13,0,2,1.66,D,4,3.3,0,H,1.7,Charlton,4.5,1,"Pugh, D.",E0,0,29/01/02,2001
992,12,2,1,Middlesbrough,1,15,0,6,18,0,3,8,13,1,2,1.9,A,3.2,3.1,3,A,2,Sunderland,3.75,0,"Durkin, P.",E0,0,29/01/02,2001
993,14,0,0,Everton,0,5,0,6,8,1,3.3,2,21,0,3,1.61,D,4.2,3.2,1,D,1.7,Aston Villa,5,0,"Foy, C. J.",E0,0,30/01/02,2001
994,18,5,2,Arsenal,1,6,2,9,10,2,3.1,4,21,3,2,4,D,1.9,3.1,2,A,3.5,Blackburn,1.8,2,"Gallagher, D. J.",E0,0,30/01/02,2001
995,11,4,0,Leeds,0,5,2,6,14,1,3.1,3,22,0,2,2.3,H,3.1,3,6,H,2.1,Chelsea,2.75,2,"Bennett, S. G.",E0,0,30/01/02,2001
996,18,3,0,Fulham,0,10,1,7,13,1,3.1,8,11,0,2,2.2,H,2.9,3,5,H,2.2,Ipswich,2.87,1,"Wiley, A. G.",E0,0,30/01/02,2001
997,9,0,0,Leicester,0,9,0,3,11,1,5,4,21,0,2,1.22,D,7,4,3,H,1.35,Liverpool,9.5,1,"Knight, B.",E0,0,30/01/02,2001
998,16,4,0,West Ham,0,4,1,11,10,0,3.2,8,13,0,3,2,H,3.2,3.1,2,H,2,Southampton,3.2,2,"Dowd, P.",E0,0,30/01/02,2001
999,8,4,0,Newcastle,0,5,1,10,8,1,3.25,6,5,3,1,2.2,H,2.9,3,4,A,2.2,Tottenham,2.75,1,"Dean, M. L",E0,0,30/01/02,2001
1000,13,1,0,Southampton,0,4,1,4,14,2,4.33,4,22,1,3,1.3,H,7,4,3,D,1.35,Arsenal,8,1,"Wilkes, C. R.",E0,0,02/02/02,2001
1001,21,3,0,Tottenham,0,9,1,7,12,3,3.2,7,8,0,2,2.8,H,2.2,3,6,H,2.9,Derby,2.2,1,"Rennie, U. D.",E0,0,02/02/02,2001
1002,19,3,2,Ipswich,0,2,1,5,9,1,3.2,4,16,2,0,2.1,A,3.5,3.1,4,A,1.9,Everton,3,1,"Dunn, S. W.",E0,0,02/02/02,2001
1003,12,9,0,Aston Villa,0,9,0,15,9,1,3.1,3,14,0,2,2,D,3.3,3,4,D,2,Fulham,3.3,0,"Messias, M. D.",E0,0,02/02/02,2001
1004,16,5,0,Chelsea,0,6,1,9,16,1,3.5,9,17,3,3,4.5,H,1.75,3.2,2,A,4,Leicester,1.61,2,"Barber, G. P.",E0,0,02/02/02,2001
