Index,HF,AST,HTAG,AwayTeam,AR,HC,HTHG,AS,HS,HY,WHD,HST,AF,FTAG,AY,WHH,HTR,IWA,IWD,AC,FTR,IWH,HomeTeam,WHA,FTHG,Referee,Div,HR,Date,SeasonDate
5259,9,3,0,Charlton,0,3,0,10,11,1,3.2,6,12,1,3,1.9,D,3.3,3.2,6,H,2,Fulham,3.5,2,R Styles,E0,0,16/10/06,2006
5260,12,2,1,Fulham,0,4,1,5,3,0,3.1,1,13,1,2,1.66,D,4.5,3.3,1,D,1.7,Aston Villa,5,1,C Foy,E0,0,21/10/06,2006
5261,13,3,0,Watford,0,9,0,8,16,2,3.1,8,17,0,0,1.9,D,3.3,3.2,9,D,2,Charlton,3.6,0,L Mason,E0,0,21/10/06,2006
5262,6,1,0,Portsmouth,0,9,0,10,26,3,4.5,18,12,1,2,1.25,D,10,4.4,5,H,1.27,Chelsea,10,2,M Clattenburg,E0,0,21/10/06,2006
5263,13,4,0,Sheffield United,1,4,2,10,13,0,3.3,5,11,0,1,1.57,H,5,3.7,3,H,1.55,Everton,5.5,2,D Gallagher,E0,0,21/10/06,2006
5264,14,4,0,Man City,0,3,2,9,12,1,3.1,5,13,0,1,2.25,H,2.9,3,5,H,2.3,Wigan,2.8,4,P Dowd,E0,0,21/10/06,2006
5265,12,7,0,Bolton,1,7,0,8,24,2,3,11,16,1,2,2.25,D,2.8,3,8,A,2.4,Blackburn,2.87,0,M Dean,E0,0,22/10/06,2006
5266,14,5,0,Liverpool,0,5,1,13,10,1,3,8,21,0,3,1.83,H,4,3.1,5,H,1.85,Man United,4,2,G Poll,E0,0,22/10/06,2006
5267,17,4,0,Newcastle,0,8,0,13,19,2,3.1,8,13,0,0,2.1,D,3.1,3,4,H,2.2,Middlesbrough,3.1,1,M Atkinson,E0,0,22/10/06,2006
5268,6,9,2,Arsenal,0,10,0,16,3,0,3.3,1,6,4,0,6,A,1.55,3.6,2,A,5.2,Reading,1.53,0,A Wiley,E0,0,22/10/06,2006
5269,14,2,0,West Ham,0,9,1,5,13,3,3.3,5,15,0,4,1.66,H,4.3,3.4,9,H,1.7,Tottenham,4.5,1,S Bennett,E0,0,22/10/06,2006
5270,6,2,1,Everton,0,16,0,2,26,2,4,12,21,1,3,1.33,A,7.2,4,3,D,1.37,Arsenal,8,1,M Riley,E0,0,28/10/06,2006
5271,18,10,2,Man United,0,7,0,15,8,2,3.1,3,11,4,2,4,A,1.9,3.2,2,A,3.6,Bolton,1.8,0,R Styles,E0,0,28/10/06,2006
5272,11,7,0,Wigan,0,5,0,15,4,1,3.2,1,12,1,2,1.9,D,3.6,3.2,4,A,1.9,Fulham,3.5,0,G Poll,E0,0,28/10/06,2006
5273,11,5,0,Aston Villa,0,8,3,7,19,0,3.1,6,17,1,1,1.61,H,5,3.5,4,H,1.6,Liverpool,5.5,3,S Bennett,E0,0,28/10/06,2006
5274,12,4,0,Charlton,0,10,0,8,20,1,3.2,10,9,0,1,1.72,D,4,3.2,3,D,1.8,Newcastle,4.33,0,M Dean,E0,0,28/10/06,2006
5275,18,4,0,Reading,0,5,1,8,18,0,3.1,12,6,1,0,1.8,H,4,3.2,13,H,1.8,Portsmouth,4,3,P Dowd,E0,0,28/10/06,2006
5276,15,7,1,Chelsea,0,8,0,10,6,2,4,2,12,2,0,8,A,1.33,4.2,7,A,8,Sheffield United,1.33,0,M Atkinson,E0,0,28/10/06,2006
5277,14,8,0,Tottenham,0,7,0,11,9,3,3.1,2,14,0,1,3,D,2.1,3.1,7,D,3.2,Watford,2.15,0,U Rennie,E0,0,28/10/06,2006
5278,16,7,0,Blackburn,0,5,1,13,9,1,3.1,5,10,1,1,2.37,H,2.8,3.1,8,H,2.3,West Ham,2.62,2,A Wiley,E0,0,29/10/06,2006
5279,16,0,0,Middlesbrough,0,9,1,4,14,2,3.1,5,22,0,4,2.25,H,2.8,3.1,1,H,2.3,Man City,2.8,1,H Webb,E0,0,30/10/06,2006
5280,15,3,0,Wigan,0,5,0,9,13,1,3.2,5,14,1,2,1.72,D,4.2,3.3,3,A,1.75,Bolton,4.33,0,M Clattenburg,E0,0,04/11/06,2006
5281,10,9,0,Man City,0,5,1,15,18,1,3.1,11,9,0,2,2.3,H,2.8,3.1,12,H,2.3,Charlton,2.75,1,C Foy,E0,0,04/11/06,2006
5282,8,3,0,Everton,0,4,0,5,5,0,3.1,3,17,0,1,2.6,D,2.55,3.1,10,H,2.55,Fulham,2.4,1,M Atkinson,E0,0,04/11/06,2006
5283,8,2,0,Reading,0,9,1,5,21,0,3.75,10,14,0,2,1.36,H,7.5,3.9,6,H,1.37,Liverpool,8,2,U Rennie,E0,0,04/11/06,2006
5284,6,5,0,Portsmouth,0,9,2,8,18,0,4.2,11,9,0,1,1.3,H,8,4.2,5,H,1.33,Man United,8.5,3,M Dean,E0,0,04/11/06,2006
5285,16,6,0,Sheffield United,0,7,0,12,11,3,3.2,3,12,1,2,1.72,D,4.2,3.3,0,A,1.75,Newcastle,4.33,0,S Bennett,E0,0,04/11/06,2006
5286,15,2,0,Middlesbrough,0,10,1,5,14,1,3,6,15,0,1,2.37,H,2.7,3,4,H,2.5,Watford,2.7,2,D Gallagher,E0,0,04/11/06,2006
5287,15,3,0,Blackburn,0,4,1,5,8,1,3.1,5,13,0,3,1.8,H,3.8,3.1,3,H,1.9,Aston Villa,4,2,H Webb,E0,0,05/11/06,2006
5288,15,10,1,Chelsea,1,7,1,17,8,3,3.3,3,15,1,5,4.5,D,1.7,3.4,10,H,4.3,Tottenham,1.66,2,G Poll,E0,0,05/11/06,2006
5289,11,5,0,Arsenal,0,8,0,11,11,3,3.3,5,8,0,2,5.5,D,1.6,3.6,3,H,4.8,West Ham,1.57,1,R Styles,E0,0,05/11/06,2006
5290,17,7,0,Man United,0,6,0,14,9,4,3.3,4,8,1,3,6,D,1.6,3.6,4,A,4.8,Blackburn,1.53,0,M Riley,E0,0,11/11/06,2006
5291,13,1,0,Watford,0,9,2,2,14,1,5.5,8,14,0,1,1.14,H,13,6,4,H,1.15,Chelsea,15,4,H Webb,E0,0,11/11/06,2006
5292,16,9,1,Aston Villa,0,6,0,17,10,2,2.87,4,19,1,3,2.1,A,3.2,3.1,2,A,2.1,Everton,3.3,0,P Dowd,E0,0,11/11/06,2006
5293,18,3,0,Newcastle,0,6,0,8,15,1,3.2,8,11,0,3,1.83,D,3.3,3.2,5,D,2,Man City,3.75,0,G Poll,E0,0,11/11/06,2006
5294,7,7,0,West Ham,0,7,0,11,11,1,3.1,8,10,0,3,2.2,D,3,3.1,1,H,2.2,Middlesbrough,2.87,1,M Halsey,E0,0,11/11/06,2006
5295,11,4,0,Fulham,0,19,0,7,23,0,3.1,12,7,1,3,1.8,D,3.8,3.2,5,D,1.85,Portsmouth,4,1,S Bennett,E0,0,11/11/06,2006
5296,5,4,1,Bolton,0,4,0,6,8,1,3.1,4,6,2,1,2.75,A,2.45,3.1,5,D,2.65,Sheffield United,2.3,2,A Wiley,E0,0,11/11/06,2006
5297,18,4,0,Charlton,0,2,2,7,8,2,3.2,5,11,2,0,1.83,H,3.8,3.2,3,H,1.85,Wigan,3.75,3,D Gallagher,E0,0,11/11/06,2006
5298,7,4,0,Liverpool,0,2,1,10,7,2,2.87,7,12,0,3,2,H,3.4,3.1,6,H,2,Arsenal,3.6,3,M Clattenburg,E0,0,12/11/06,2006
5299,14,3,1,Tottenham,0,7,2,9,8,1,3.1,4,7,1,1,2.8,H,2.3,3.1,2,H,2.8,Reading,2.25,3,R Styles,E0,0,12/11/06,2006
5300,10,1,1,Newcastle,0,11,0,2,23,2,4.2,10,9,1,5,1.28,A,9,4.6,1,D,1.27,Arsenal,9,1,M Atkinson,E0,0,18/11/06,2006
5301,10,1,0,West Ham,0,5,1,7,19,1,4.5,9,8,0,4,1.25,H,10,5,6,H,1.22,Chelsea,10,1,M Dean,E0,0,18/11/06,2006
5302,18,2,0,Bolton,0,5,0,13,9,3,3,2,14,0,0,2.2,D,3,3.1,8,H,2.2,Everton,3,1,U Rennie,E0,0,18/11/06,2006
5303,22,2,0,Fulham,0,5,3,7,15,1,3,7,12,1,1,2.05,H,3.1,3,0,H,2.2,Man City,3.3,3,A Wiley,E0,0,18/11/06,2006
5304,14,10,0,Liverpool,0,2,0,17,1,0,3.1,1,3,0,0,3.5,D,2.1,3.1,12,D,3.2,Middlesbrough,1.95,0,L Mason,E0,0,18/11/06,2006
5305,14,4,1,Watford,0,9,1,8,17,1,3.3,11,18,1,3,1.57,D,4.8,3.6,5,H,1.6,Portsmouth,5.5,2,C Foy,E0,0,18/11/06,2006
5306,6,2,0,Charlton,0,4,1,4,11,0,3.2,4,11,0,3,1.83,H,3.8,3.2,9,H,1.85,Reading,3.75,2,G Poll,E0,0,18/11/06,2006
5307,19,15,1,Man United,0,0,1,22,5,1,4,3,10,2,1,8,D,1.35,4.2,14,A,7.5,Sheffield United,1.33,1,M Clattenburg,E0,0,18/11/06,2006
5308,17,5,0,Tottenham,1,4,1,13,6,0,3.1,3,16,1,1,2.37,H,2.75,3,5,D,2.45,Blackburn,2.62,1,P Dowd,E0,1,19/11/06,2006
5309,6,3,0,Aston Villa,0,6,0,7,14,1,3.1,5,11,0,0,2.37,D,2.7,3.1,6,D,2.4,Wigan,2.62,0,S Bennett,E0,0,19/11/06,2006
5310,18,4,1,Middlesbrough,0,9,1,9,11,1,3.3,4,11,1,3,1.66,D,4,3.2,4,D,1.8,Aston Villa,4.5,1,P Walton,E0,0,25/11/06,2006
5311,11,7,1,Arsenal,0,7,2,14,10,3,3.1,8,8,1,4,3.3,H,2,3.1,11,H,3.4,Bolton,2,3,M Dean,E0,0,25/11/06,2006
5312,16,6,0,Everton,0,6,0,9,16,2,3.1,8,13,1,0,2.5,D,2.55,3.1,7,D,2.55,Charlton,2.5,1,A Wiley,E0,0,25/11/06,2006
5313,6,2,1,Reading,0,4,0,8,10,0,3.1,4,14,1,3,2.15,A,3.2,3.1,3,A,2.1,Fulham,3,0,D Gallagher,E0,1,25/11/06,2006
5314,9,2,0,Man City,0,8,0,6,12,2,3.75,6,20,0,1,1.4,D,7,3.8,2,H,1.4,Liverpool,7,1,R Styles,E0,0,25/11/06,2006
5315,16,5,0,Sheffield United,0,5,1,13,12,2,3.2,7,22,0,4,1.72,H,4.2,3.3,9,H,1.75,West Ham,4.33,1,M Riley,E0,0,25/11/06,2006
5316,16,7,0,Chelsea,0,3,1,13,8,1,2.8,5,12,1,3,2.3,H,2.8,3,2,D,2.4,Man United,3,1,H Webb,E0,0,26/11/06,2006
5317,13,2,0,Portsmouth,0,10,0,7,13,2,3.1,10,12,0,2,2.2,D,3,3.1,3,H,2.2,Newcastle,2.87,1,M Halsey,E0,0,26/11/06,2006
5318,12,5,1,Wigan,0,3,2,10,11,2,3.2,6,17,1,4,1.72,H,4.3,3.4,2,H,1.7,Tottenham,4.33,3,M Clattenburg,E0,0,26/11/06,2006
5319,20,7,0,Sheffield United,0,6,0,17,9,3,3,6,10,1,1,2.2,D,3.1,3,1,A,2.2,Watford,3,0,M Atkinson,E0,1,28/11/06,2006
5320,15,8,2,Man City,0,1,0,11,6,1,3.1,4,11,3,0,1.8,A,4,3.2,5,A,1.8,Aston Villa,4,1,M Dean,E0,0,29/11/06,2006
5321,13,10,1,Chelsea,0,3,0,16,9,3,3.3,3,13,1,1,5.5,A,1.65,3.5,5,A,4.5,Bolton,1.57,0,S Bennett,E0,0,29/11/06,2006
5322,17,2,1,Arsenal,1,6,2,7,13,4,3.3,7,15,1,5,5,H,1.65,3.5,6,H,4.5,Fulham,1.61,2,H Webb,E0,0,29/11/06,2006
5323,13,1,0,Portsmouth,0,5,0,3,15,1,3.75,4,13,0,3,1.44,D,6.5,4,1,D,1.4,Liverpool,6,0,A Wiley,E0,0,29/11/06,2006
5324,15,4,0,Everton,0,3,1,7,18,1,4,6,15,0,1,1.33,H,8.5,4.4,2,H,1.3,Man United,8,3,M Halsey,E0,0,29/11/06,2006
5325,15,4,0,Tottenham,0,3,2,7,6,1,3.3,5,15,0,2,1.57,H,5,3.5,2,H,1.6,Arsenal,5.5,3,G Poll,E0,0,02/12/06,2006
5326,19,2,0,Fulham,0,3,2,4,10,2,3.1,6,13,0,2,1.9,H,3.3,3.2,3,H,2,Blackburn,3.6,2,S Bennett,E0,0,02/12/06,2006
5327,12,7,1,Man United,0,6,0,11,13,2,3.3,5,16,2,3,5.5,A,1.55,3.6,9,A,5.2,Middlesbrough,1.57,1,C Foy,E0,0,02/12/06,2006
5328,14,4,1,Aston Villa,0,6,0,8,18,2,3,6,19,2,4,2.2,A,3.1,3,7,D,2.2,Portsmouth,3,2,U Rennie,E0,1,02/12/06,2006
5329,11,7,0,Bolton,0,5,1,12,10,0,3.1,3,15,0,3,2.3,H,2.8,3,4,H,2.4,Reading,2.75,1,A Wiley,E0,0,02/12/06,2006
5330,11,4,1,Charlton,0,12,0,8,26,1,3,10,14,1,1,2.2,A,3,3.1,3,H,2.2,Sheffield United,3,2,P Dowd,E0,0,02/12/06,2006
5331,9,6,4,Liverpool,0,8,0,9,15,2,3.1,6,14,4,2,3.5,A,2.1,3.1,2,A,3.2,Wigan,1.95,0,M Riley,E0,0,02/12/06,2006
5332,16,11,0,West Ham,0,3,0,16,8,2,3.2,5,9,0,2,1.83,D,3.8,3.2,14,H,1.85,Everton,3.75,2,M Atkinson,E0,0,03/12/06,2006
5333,12,4,0,Watford,0,9,0,6,14,1,3.1,12,16,0,3,1.66,D,4.7,3.4,8,D,1.65,Man City,5,0,M Clattenburg,E0,0,04/12/06,2006
5334,10,3,0,Blackburn,0,5,0,5,13,1,3.1,10,12,0,2,2.5,D,2.55,3.1,4,H,2.55,Charlton,2.5,1,C Foy,E0,0,05/12/06,2006
5335,10,3,0,Middlesbrough,1,7,0,6,22,0,3.3,11,16,1,3,1.66,D,4.2,3.3,5,H,1.75,Tottenham,4.5,2,M Halsey,E0,1,05/12/06,2006
5336,11,5,2,Reading,0,1,1,14,14,1,3.1,8,13,2,1,2.15,A,3.2,3.1,8,H,2.1,Newcastle,3,3,R Styles,E0,0,06/12/06,2006
5337,12,4,0,Wigan,0,7,0,9,13,0,3.2,6,16,2,3,1.9,D,3.6,3.2,9,A,1.9,West Ham,3.5,0,A Wiley,E0,0,06/12/06,2006
5338,10,8,2,Newcastle,0,7,0,16,13,1,3.1,7,5,3,2,1.9,A,3.2,3.1,4,A,2.1,Blackburn,3.6,1,D Gallagher,E0,1,09/12/06,2006
5339,11,1,0,West Ham,0,4,1,3,17,2,3.1,10,11,0,2,1.8,H,4,3.2,3,H,1.8,Bolton,4,4,H Webb,E0,0,09/12/06,2006
5340,7,3,0,Fulham,0,14,0,5,32,1,4,19,8,0,1,1.33,D,7.5,4.2,1,H,1.35,Liverpool,8,4,U Rennie,E0,0,09/12/06,2006
5341,15,7,0,Man City,1,7,2,15,20,1,4,11,19,1,3,1.33,H,6.5,4,4,H,1.4,Man United,8,3,G Poll,E0,0,09/12/06,2006
5342,10,3,1,Wigan,0,7,0,8,13,2,3.1,7,7,1,1,2.05,A,3.3,3.2,4,D,2,Middlesbrough,3.2,1,S Bennett,E0,0,09/12/06,2006
5343,20,5,0,Everton,0,6,2,12,13,2,3,8,11,0,4,2.05,H,3.1,3.1,4,H,2.15,Portsmouth,3.3,2,M Clattenburg,E0,0,09/12/06,2006
5344,7,3,1,Charlton,0,5,2,12,13,2,3.6,9,11,1,4,1.44,H,5,3.5,9,H,1.6,Tottenham,6.5,5,M Dean,E0,0,09/12/06,2006
5345,14,1,0,Reading,0,2,0,6,8,0,3.1,5,12,0,1,2.5,D,2.55,3.1,5,D,2.55,Watford,2.5,0,C Foy,E0,0,09/12/06,2006
5346,16,4,0,Arsenal,0,4,0,11,20,2,3.1,7,16,1,2,1.72,D,4.2,3.3,5,D,1.75,Chelsea,4.5,1,A Wiley,E0,0,10/12/06,2006
5347,11,5,1,Aston Villa,0,10,0,7,16,2,3,10,16,2,1,2.7,A,2.5,3,4,D,2.7,Sheffield United,2.37,2,M Halsey,E0,0,11/12/06,2006
5348,16,1,0,Newcastle,0,7,0,6,15,2,4.5,8,13,0,2,1.25,D,9.5,4.8,2,H,1.25,Chelsea,10,1,P Dowd,E0,0,13/12/06,2006
5349,10,3,0,Arsenal,0,4,0,9,15,1,3.3,7,7,1,0,4.5,D,1.7,3.4,7,A,4.3,Wigan,1.66,0,R Styles,E0,0,13/12/06,2006
5350,13,5,1,Portsmouth,0,7,0,7,14,0,4,8,13,2,2,1.33,A,7.5,4.2,4,D,1.35,Arsenal,8,2,S Bennett,E0,0,16/12/06,2006
5351,16,3,0,Bolton,0,8,0,7,15,0,3,9,19,1,4,2.15,D,3.2,3.1,2,A,2.1,Aston Villa,3.1,0,M Clattenburg,E0,0,16/12/06,2006
5352,9,10,1,Liverpool,0,2,0,22,7,1,3.3,2,5,3,1,5.5,A,1.65,3.5,8,A,4.5,Charlton,1.57,0,H Webb,E0,0,16/12/06,2006
5353,7,8,0,Watford,0,4,0,11,11,0,3.3,6,18,1,0,1.61,D,4.9,3.5,8,H,1.6,Newcastle,5,2,M Atkinson,E0,0,16/12/06,2006
5354,17,7,0,Blackburn,0,9,1,10,10,1,3.1,5,8,2,2,1.9,H,3.6,3.2,3,A,1.9,Reading,3.6,1,G Poll,E0,0,16/12/06,2006
5355,10,7,1,Sheffield United,0,6,0,11,14,0,3,6,12,1,2,1.83,A,3.8,3.2,2,A,1.85,Wigan,4,0,P Walton,E0,0,16/12/06,2006
5356,17,9,0,Chelsea,0,5,1,18,3,1,3.4,1,8,3,1,6,H,1.55,3.7,6,A,5,Everton,1.5,2,M Halsey,E0,0,17/12/06,2006
5357,13,7,2,Tottenham,0,6,0,11,10,1,3,4,11,2,0,2.37,A,2.7,3.1,3,A,2.4,Man City,2.7,1,R Styles,E0,0,17/12/06,2006
5358,25,11,0,Man United,0,1,0,19,10,3,3.75,4,10,0,2,7,D,1.45,3.9,11,H,6,West Ham,1.4,1,P Dowd,E0,0,17/12/06,2006
5359,19,10,0,Middlesbrough,0,5,2,16,11,0,3.1,6,16,1,0,2.1,H,3.2,3.1,6,H,2.1,Fulham,3.1,2,M Dean,E0,0,18/12/06,2006
5360,14,7,1,Blackburn,0,7,3,11,18,3,4.2,12,14,2,3,1.3,H,8,4.2,6,H,1.33,Arsenal,8.5,6,H Webb,E0,0,23/12/06,2006
5361,12,10,0,Man United,0,6,0,14,11,2,3.3,3,11,3,2,5,D,1.6,3.6,8,A,4.8,Aston Villa,1.61,0,S Bennett,E0,0,23/12/06,2006
5362,17,4,0,West Ham,1,2,0,13,11,1,3.2,7,17,0,2,2.25,D,2.7,3.2,7,D,2.3,Fulham,2.75,0,C Foy,E0,0,23/12/06,2006
5363,10,4,0,Watford,0,7,0,7,15,0,5,10,17,0,0,1.2,D,11,5.2,6,H,1.2,Liverpool,11,2,P Dowd,E0,0,23/12/06,2006
5364,23,3,2,Bolton,0,8,0,9,5,1,3,3,16,2,3,2.37,A,2.65,3.1,2,A,2.45,Man City,2.7,0,M Riley,E0,1,23/12/06,2006
5365,1,6,0,Charlton,0,11,1,8,16,0,3.25,9,9,0,1,1.72,H,4.2,3.3,4,H,1.75,Middlesbrough,4.2,2,R Styles,E0,0,23/12/06,2006
5366,12,6,1,Tottenham,0,5,3,17,12,1,3.1,9,18,1,1,2.4,H,2.7,3.1,5,H,2.4,Newcastle,2.6,3,A Wiley,E0,0,23/12/06,2006
5367,14,6,1,Sheffield United,0,6,0,11,13,0,3.3,6,6,1,2,1.61,A,4.5,3.5,3,H,1.65,Portsmouth,5,3,G Poll,E0,0,23/12/06,2006
5368,10,7,1,Everton,0,12,0,10,11,0,3.2,7,6,2,0,2.1,A,3,3.1,4,A,2.2,Reading,3,0,S Tanner,E0,0,23/12/06,2006
5369,10,5,2,Chelsea,0,3,1,8,14,3,3.75,6,10,3,4,7,A,1.4,4,6,A,6.5,Wigan,1.4,2,M Dean,E0,0,23/12/06,2006
5370,13,12,0,Liverpool,0,3,0,18,8,3,3.3,4,6,0,2,4.33,D,1.7,3.4,5,H,4.3,Blackburn,1.7,1,R Styles,E0,0,26/12/06,2006
5371,15,5,1,Newcastle,0,5,1,10,10,3,3.3,7,14,1,3,1.8,D,3.6,3.2,2,H,1.9,Bolton,3.75,2,H Webb,E0,0,26/12/06,2006
5372,14,1,0,Reading,0,6,1,6,16,1,5,5,9,2,1,1.2,H,12,5.7,7,D,1.17,Chelsea,11,2,A Wiley,E0,0,26/12/06,2006
5373,12,2,0,Middlesbrough,0,12,0,7,10,2,3.25,4,17,0,1,1.72,D,4,3.2,2,D,1.8,Everton,4.2,0,P Dowd,E0,0,26/12/06,2006
5374,12,3,0,Wigan,0,8,0,6,17,0,5,8,14,1,0,1.22,D,11,5.2,1,H,1.2,Man United,9.5,3,M Riley,E0,0,26/12/06,2006
5375,7,8,0,Man City,0,8,0,11,19,2,3.3,13,9,1,1,2.25,D,3,3.1,5,A,2.2,Sheffield United,2.62,0,M Clattenburg,E0,0,26/12/06,2006
5376,12,7,0,Aston Villa,0,4,0,9,12,1,3.3,10,14,1,2,1.8,D,4.2,3.3,4,H,1.75,Tottenham,3.75,2,U Rennie,E0,0,26/12/06,2006
5377,11,8,1,Arsenal,0,7,1,16,6,2,4,3,6,2,0,7,D,1.4,4,5,A,6.5,Watford,1.36,1,M Dean,E0,0,26/12/06,2006
5378,12,6,2,Portsmouth,0,6,0,12,14,2,3.3,7,13,2,1,2.2,A,2.8,3.1,4,A,2.3,West Ham,2.7,1,M Atkinson,E0,0,26/12/06,2006
5379,14,9,1,Fulham,0,4,2,15,12,0,3.3,7,15,2,0,2.37,H,2.6,3.2,9,D,2.4,Charlton,2.5,2,G Poll,E0,0,27/12/06,2006
5380,16,5,0,Middlesbrough,0,6,1,8,14,1,3.2,7,21,1,3,1.83,H,3.3,3.2,3,H,2,Blackburn,3.75,2,M Atkinson,E0,0,30/12/06,2006
5381,11,7,1,Portsmouth,0,8,2,14,12,0,3.2,7,13,2,1,1.9,H,3.3,3.2,7,H,2,Bolton,3.5,3,P Walton,E0,0,30/12/06,2006
5382,10,2,1,Aston Villa,1,7,0,6,14,2,3.2,8,10,1,1,2.75,A,2.55,3.1,4,H,2.55,Charlton,2.25,2,R Styles,E0,0,30/12/06,2006
5383,14,6,1,Fulham,0,5,1,11,15,1,5.5,4,11,2,1,1.16,D,11,5.2,5,D,1.2,Chelsea,12,2,H Webb,E0,0,30/12/06,2006
5384,7,3,0,Newcastle,0,7,1,7,16,2,3.2,9,11,0,3,2,H,3.3,3.2,12,H,2,Everton,3.2,3,D Gallagher,E0,0,30/12/06,2006
5385,9,3,1,Reading,1,13,1,7,28,1,5.5,12,11,2,2,1.16,D,11,5.2,4,H,1.2,Man United,12,3,M Dean,E0,0,30/12/06,2006
5386,11,4,0,Arsenal,0,5,1,9,11,2,3.6,5,5,0,3,6.5,H,1.5,3.8,9,H,5.5,Sheffield United,1.44,1,L Mason,E0,0,30/12/06,2006
5387,5,5,1,Liverpool,0,2,0,10,9,0,3.1,3,21,1,0,2.5,A,2.55,3.1,3,A,2.55,Tottenham,2.5,0,M Halsey,E0,0,30/12/06,2006
5388,12,5,0,Man City,0,6,0,7,12,1,3.1,6,15,1,2,2.2,D,3.2,3.1,2,A,2.1,West Ham,2.87,0,S Bennett,E0,0,30/12/06,2006
5389,6,5,0,Watford,1,6,0,13,16,1,3.3,4,17,0,2,1.66,D,4.3,3.4,7,D,1.7,Fulham,4.5,0,S Bennett,E0,0,01/01/07,2006
5390,18,0,0,Bolton,0,8,0,1,19,0,3.5,9,12,0,3,1.57,D,5,3.5,8,H,1.6,Liverpool,5,3,G Poll,E0,0,01/01/07,2006
5391,13,5,0,Everton,0,4,0,15,11,2,3.2,7,13,1,3,2.2,D,3,3.1,6,H,2.2,Man City,2.8,2,U Rennie,E0,0,01/01/07,2006
5392,10,3,1,Sheffield United,0,7,1,6,13,2,3.3,7,11,1,1,1.8,D,4,3.2,3,H,1.8,Middlesbrough,3.75,3,C Foy,E0,0,01/01/07,2006
5393,11,8,1,Man United,0,1,1,20,8,1,3.4,8,10,2,2,6,D,1.55,3.7,10,D,5,Newcastle,1.5,2,R Styles,E0,0,01/01/07,2006
5394,12,7,0,Tottenham,0,10,1,9,15,1,3.2,9,12,1,4,2.3,H,2.8,3.1,6,D,2.3,Portsmouth,2.62,1,A Marriner,E0,0,01/01/07,2006
5395,6,3,0,West Ham,0,3,4,9,18,1,3.25,9,13,0,0,1.9,H,3.6,3.2,3,H,1.9,Reading,3.4,6,L Mason,E0,0,01/01/07,2006
5396,10,5,1,Blackburn,0,5,0,8,14,0,3.2,5,16,3,5,2.2,A,3,3.1,5,A,2.2,Wigan,2.8,0,M Clattenburg,E0,0,01/01/07,2006
5397,13,2,0,Charlton,1,8,2,4,16,0,5.5,10,9,0,1,1.16,H,10,5,2,H,1.22,Arsenal,12,4,M Riley,E0,0,02/01/07,2006
5398,7,12,0,Chelsea,0,5,0,22,4,1,3.5,2,13,0,3,5.5,D,1.6,3.5,8,D,5,Aston Villa,1.53,0,P Dowd,E0,0,02/01/07,2006
5399,15,4,1,Arsenal,1,8,0,6,13,4,3.2,7,5,2,0,3.75,A,1.8,3.2,2,A,4,Blackburn,1.83,0,C Foy,E0,0,13/01/07,2006
5400,14,0,0,Man City,0,5,0,7,8,2,3.2,4,13,0,2,1.72,D,4,3.2,2,D,1.8,Bolton,4.33,0,A Marriner,E0,0,13/01/07,2006
5401,12,9,1,Middlesbrough,0,5,1,12,16,3,3.1,9,15,3,1,2.3,D,2.8,3.1,3,A,2.3,Charlton,2.75,1,M Dean,E0,0,13/01/07,2006
5402,15,1,0,Wigan,0,7,1,2,12,1,5.5,6,17,0,3,1.16,H,11,5.2,3,H,1.2,Chelsea,12,4,M Atkinson,E0,0,13/01/07,2006
5403,8,5,0,Aston Villa,0,8,3,7,27,1,4.2,17,15,1,1,1.28,H,9,4.6,4,H,1.27,Man United,9,3,H Webb,E0,0,13/01/07,2006
5404,14,6,0,Portsmouth,0,2,1,13,6,0,3.1,3,19,1,2,2.5,H,2.55,3.1,10,D,2.55,Sheffield United,2.5,1,L Probert,E0,0,13/01/07,2006
5405,9,13,2,Liverpool,0,3,0,22,8,0,3.6,4,10,3,0,6.5,A,1.5,3.8,12,A,5.5,Watford,1.44,0,M Clattenburg,E0,0,13/01/07,2006
5406,20,6,1,Fulham,0,8,1,9,10,3,3.2,7,21,3,6,2.1,D,3,3.1,5,D,2.2,West Ham,3,3,G Poll,E0,1,13/01/07,2006
5407,12,3,1,Reading,0,8,0,7,14,2,3.1,7,17,1,2,1.95,A,3.6,3.2,5,D,1.9,Everton,3.5,1,M Riley,E0,0,14/01/07,2006
5408,8,7,1,Newcastle,0,5,1,12,25,1,3.3,17,9,3,4,1.7,D,4.2,3.3,3,A,1.75,Tottenham,4.33,2,S Bennett,E0,0,14/01/07,2006
5409,11,6,0,Watford,0,7,0,11,17,2,3.3,6,20,0,0,1.57,D,5,3.5,6,H,1.6,Aston Villa,5.5,2,P Walton,E0,0,20/01/07,2006
5410,14,4,0,Tottenham,0,5,0,9,9,3,3.1,3,16,1,2,2.4,D,2.7,3,6,D,2.5,Fulham,2.6,1,M Dean,E0,1,20/01/07,2006
5411,10,3,0,Chelsea,0,3,2,11,17,0,2.9,8,17,0,1,2.5,H,2.6,3,7,H,2.6,Liverpool,2.62,2,R Styles,E0,0,20/01/07,2006
5412,14,5,1,Blackburn,0,6,0,12,13,1,3.1,9,11,3,3,2.1,A,3,3.1,3,A,2.2,Man City,3.1,0,P Dowd,E0,0,20/01/07,2006
