,HTAG,HF,FTR,FTAG,AY,AR,HST,HS,Date,AC,AF,HR,FTHG,IWA,HC,AwayTeam,HTHG,IWD,Div,WHH,WHD,IWH,AS,HTR,HY,WHA,AST,Referee,HomeTeam,SeasonDate
5279,0,6,H,0,2,0,3,9,29/10/17,10,10,0,2,3.3,3,Everton,2,3.35,E0,2.15,3.4,2.2,16,H,0,3.5,2,A Marriner,Leicester,2017
5280,0,9,H,0,0,0,5,12,30/10/17,3,10,0,1,2.65,5,Newcastle,0,3.3,E0,2.88,3.1,2.65,12,D,3,2.7,5,M Dean,Burnley,2017
5281,0,8,H,0,4,0,3,7,04/11/17,5,15,1,1,3,3,West Brom,1,3.1,E0,2.7,3,2.5,9,H,1,3,3,R East,Huddersfield,2017
5282,0,11,A,1,2,0,4,16,04/11/17,9,12,0,0,4.1,11,Bournemouth,0,3.5,E0,2,3.4,1.9,16,D,2,4,6,P Tierney,Newcastle,2017
5283,0,4,A,1,0,0,3,13,04/11/17,1,4,0,0,4.8,9,Burnley,0,3.6,E0,1.67,3.5,1.75,5,D,0,6.5,1,L Probert,Southampton,2017
5284,1,12,D,2,0,0,7,11,04/11/17,10,8,0,2,2.95,4,Leicester,1,3.3,E0,2.7,3.2,2.4,14,D,0,2.8,4,R Madley,Stoke,2017
5285,1,13,A,1,1,0,2,12,04/11/17,7,12,0,0,3.3,8,Brighton,0,3.35,E0,2.4,3.1,2.2,5,A,2,3.3,2,M Dean,Swansea,2017
5286,2,9,A,4,0,0,1,6,04/11/17,3,13,0,1,1.75,2,Liverpool,0,3.6,E0,5,4.2,4.8,15,A,3,1.67,7,N Swarbrick,West Ham,2017
5287,0,16,H,0,3,0,8,18,05/11/17,7,20,0,1,3,4,Man United,0,3.1,E0,2.5,3.2,2.5,10,D,1,3.1,2,A Taylor,Chelsea,2017
5288,0,14,H,2,2,0,5,10,05/11/17,5,12,0,3,3.5,2,Watford,0,3.4,E0,2.15,3.3,2.1,11,D,0,3.6,3,G Scott,Everton,2017
5289,0,15,H,1,6,0,5,9,05/11/17,5,15,0,3,5.3,5,Arsenal,1,4.5,E0,1.44,4.8,1.55,6,H,1,7,3,M Oliver,Man City,2017
5290,0,6,H,0,2,0,2,12,05/11/17,9,7,0,1,10,10,Crystal Palace,0,6,E0,1.29,5.5,1.27,11,D,0,12,3,K Friend,Tottenham,2017
5291,0,11,H,0,1,0,5,14,18/11/17,4,16,0,2,2.7,7,Tottenham,2,3.5,E0,2.5,3.5,2.5,14,H,4,2.8,4,M Dean,Arsenal,2017
5292,0,13,H,0,2,0,5,11,18/11/17,11,10,1,4,3.8,8,Huddersfield,2,3.4,E0,1.85,3.3,2,20,H,3,5,3,L Probert,Bournemouth,2017
5293,0,12,H,0,1,0,7,16,18/11/17,6,12,0,2,4.4,8,Swansea,2,3.3,E0,2.1,3.2,1.9,13,H,1,4,1,M Atkinson,Burnley,2017
5294,2,9,D,2,3,0,7,16,18/11/17,4,26,0,2,2.75,9,Everton,2,3.25,E0,2.4,3.2,2.6,8,D,2,3.2,5,A Taylor,Crystal Palace,2017
5295,1,8,A,2,1,0,0,2,18/11/17,7,10,0,0,1.35,1,Man City,0,5.3,E0,9.5,5,8,12,A,1,1.35,4,G Scott,Leicester,2017
5296,0,15,H,0,1,0,8,21,18/11/17,2,9,0,3,7.2,10,Southampton,2,4.4,E0,1.4,4.8,1.45,5,H,1,8.5,0,M Jones,Liverpool,2017
5297,1,10,H,1,1,0,7,16,18/11/17,4,9,0,4,10.5,11,Newcastle,2,5.8,E0,1.3,5,1.27,12,H,1,13,5,C Pawson,Man United,2017
5298,3,13,A,4,3,0,2,7,18/11/17,4,12,0,0,1.55,3,Chelsea,0,4,E0,6.5,3.75,6.2,11,A,2,1.62,7,J Moss,West Brom,2017
5299,0,13,H,0,4,0,7,17,19/11/17,1,10,0,2,3.3,3,West Ham,1,3.35,E0,2.1,3.5,2.2,10,H,1,3.6,6,A Marriner,Watford,2017
5300,2,13,D,2,0,0,3,9,20/11/17,7,5,0,2,2.95,6,Stoke,1,3.3,E0,2.4,3.1,2.4,13,A,1,3.3,6,L Mason,Brighton,2017
5301,1,9,D,1,1,0,4,8,24/11/17,5,12,0,1,2.85,5,Leicester,1,3.3,E0,2.75,3.2,2.5,7,D,1,2.75,2,M Atkinson,West Ham,2017
5302,0,9,H,1,1,0,5,10,25/11/17,2,5,0,2,3.5,5,Stoke,0,3.4,E0,2.1,3.1,2.1,9,D,1,4,3,M Dean,Crystal Palace,2017
5303,0,10,D,1,0,0,4,16,25/11/17,8,7,0,1,3.4,7,Chelsea,0,3.3,E0,2.15,3.3,2.2,11,D,0,3.6,3,M Oliver,Liverpool,2017
5304,0,9,H,0,2,0,4,15,25/11/17,0,9,0,1,15,5,Brighton,0,6.5,E0,1.22,5.5,1.2,8,D,0,21,2,N Swarbrick,Man United,2017
5305,2,8,A,3,2,0,2,12,25/11/17,3,13,0,0,3.5,6,Watford,0,3.4,E0,2.25,3.2,2.1,12,A,1,3.5,4,C Kavanagh,Newcastle,2017
5306,0,18,D,0,2,0,1,10,25/11/17,5,6,0,0,2.85,4,Bournemouth,0,3.3,E0,2.8,3.2,2.5,9,D,4,2.7,5,S Attwell,Swansea,2017
5307,1,10,D,1,4,0,5,24,25/11/17,0,13,0,1,9.5,8,West Brom,0,5.5,E0,1.25,5.5,1.3,5,A,1,15,2,M Jones,Tottenham,2017
5308,0,8,A,1,0,0,2,8,26/11/17,5,14,0,0,1.6,5,Arsenal,0,3.9,E0,6,4.2,5.7,17,D,2,1.57,2,L Mason,Burnley,2017
5309,0,10,A,2,3,0,0,4,26/11/17,7,10,1,1,1.2,3,Man City,1,6.5,E0,17,6.5,15,14,H,2,1.2,5,C Pawson,Huddersfield,2017
5310,1,6,H,1,0,0,5,17,26/11/17,2,13,0,4,3.8,7,Everton,1,3.4,E0,1.91,3.3,2,5,D,0,4.5,2,K Friend,Southampton,2017
5311,0,13,D,0,0,0,4,10,28/11/17,5,8,0,0,2.95,10,Crystal Palace,0,3.15,E0,2.62,3.1,2.5,10,D,2,2.9,4,A Marriner,Brighton,2017
5312,0,7,H,1,2,0,4,7,28/11/17,9,10,0,2,1.75,4,Tottenham,2,3.7,E0,4.8,3.75,4.7,18,H,1,1.75,6,A Taylor,Leicester,2017
5313,3,12,A,4,1,0,3,12,28/11/17,5,10,0,2,1.7,5,Man United,0,3.7,E0,5,3.8,5,15,A,2,1.7,7,J Moss,Watford,2017
5314,0,13,D,2,0,0,4,8,28/11/17,6,12,0,2,3.15,1,Newcastle,1,3.1,E0,2.38,3.1,2.4,14,H,0,3.4,4,L Probert,West Brom,2017
5315,0,10,H,0,1,0,7,21,29/11/17,2,12,0,5,15,7,Huddersfield,1,6.5,E0,1.2,7,1.2,7,H,0,15,2,G Scott,Arsenal,2017
5316,1,9,A,2,1,0,2,10,29/11/17,6,11,0,1,3.6,4,Burnley,0,3.3,E0,1.95,3.4,2.1,10,A,0,4.2,4,R East,Bournemouth,2017
5317,0,10,H,0,0,0,10,21,29/11/17,1,7,0,1,15,15,Swansea,0,6.5,E0,1.2,7,1.2,2,D,1,17,0,N Swarbrick,Chelsea,2017
5318,0,16,H,0,1,0,5,8,29/11/17,6,6,0,4,3.3,2,West Ham,2,3.35,E0,2.3,3.3,2.2,7,H,2,3.3,3,M Oliver,Everton,2017
5319,0,12,H,1,1,0,12,26,29/11/17,5,11,0,2,15,6,Southampton,0,7.5,E0,1.2,7,1.17,7,D,1,17,2,P Tierney,Man City,2017
5320,1,8,A,3,5,0,1,10,29/11/17,9,10,0,0,1.55,5,Liverpool,0,4,E0,6,4.5,6.2,14,A,1,1.53,7,M Atkinson,Stoke,2017
5321,2,11,A,3,2,1,15,33,02/12/17,1,10,0,1,2.95,12,Man United,0,3.2,E0,2.5,3.2,2.5,8,A,3,3,4,A Marriner,Arsenal,2017
5322,2,8,A,5,0,0,2,6,02/12/17,2,7,0,1,1.5,2,Liverpool,0,4.2,E0,6.5,4.5,6.5,12,A,1,1.5,6,G Scott,Brighton,2017
5323,1,8,H,1,1,0,9,23,02/12/17,4,13,0,3,11,11,Newcastle,2,6,E0,1.25,6,1.25,8,H,0,13,2,K Friend,Chelsea,2017
5324,0,12,H,0,1,0,4,6,02/12/17,5,9,0,2,5,2,Huddersfield,0,3.7,E0,1.73,3.5,1.7,5,D,2,5.5,3,C Kavanagh,Everton,2017
5325,0,3,H,0,2,0,3,16,02/12/17,7,11,0,1,4.1,10,Burnley,1,3.5,E0,1.75,3.6,1.9,14,H,0,5,4,P Tierney,Leicester,2017
5326,1,12,H,1,0,0,3,10,02/12/17,6,10,0,2,4.1,2,Swansea,2,3.5,E0,1.95,3.4,1.9,10,H,2,4.2,3,C Pawson,Stoke,2017
5327,1,16,D,1,1,1,2,6,02/12/17,2,8,0,1,1.8,7,Tottenham,1,3.6,E0,5,3.8,4.5,8,D,4,1.73,2,M Atkinson,Watford,2017
5328,0,11,D,0,1,0,6,20,02/12/17,7,10,0,0,3,3,Crystal Palace,0,3.1,E0,2.5,3.1,2.5,10,D,3,3.1,2,M Oliver,West Brom,2017
5329,0,6,D,1,1,0,5,16,03/12/17,4,12,0,1,2.7,5,Southampton,1,3.2,E0,3,3.1,2.7,15,H,2,2.6,4,J Moss,Bournemouth,2017
5330,1,5,H,1,2,0,8,24,03/12/17,4,7,0,2,20,10,West Ham,0,9,E0,1.11,10,1.12,7,A,2,23,4,M Dean,Man City,2017
5331,0,10,H,0,0,1,5,8,09/12/17,5,12,0,1,3.05,3,Watford,1,3.2,E0,2.5,3.2,2.4,11,H,1,2.88,2,L Probert,Burnley,2017
5332,2,14,D,2,2,0,8,24,09/12/17,3,14,0,2,3.6,6,Bournemouth,2,3.3,E0,1.91,3.4,2.1,11,D,5,4,5,K Friend,Crystal Palace,2017
5333,0,6,H,0,0,0,6,19,09/12/17,1,10,0,2,2.8,8,Brighton,2,3.2,E0,2.62,2.9,2.6,7,H,0,3,2,S Attwell,Huddersfield,2017
5334,1,10,A,3,1,0,4,10,09/12/17,5,9,0,2,2.6,6,Leicester,1,3.3,E0,2.5,3.25,2.7,13,D,2,2.8,5,N Swarbrick,Newcastle,2017
5335,0,8,H,0,5,0,3,18,09/12/17,3,18,0,1,2.85,6,West Brom,0,3.1,E0,2.6,3,2.6,7,D,2,2.9,1,M Dean,Swansea,2017
5336,0,12,H,1,0,0,11,20,09/12/17,6,9,0,5,9.5,12,Stoke,1,5.5,E0,1.25,6,1.3,4,H,1,11,3,R East,Tottenham,2017
5337,0,10,H,0,1,0,2,5,09/12/17,3,10,0,1,1.55,4,Chelsea,1,4,E0,7,4,6.2,19,H,6,1.5,2,A Taylor,West Ham,2017
5338,0,8,D,1,3,0,3,23,10/12/17,1,11,0,1,7,12,Everton,1,5,E0,1.3,5,1.4,3,H,1,10,2,C Pawson,Liverpool,2017
5339,1,16,A,2,2,0,5,8,10/12/17,8,10,0,1,2.3,2,Man City,1,3.3,E0,3.3,3.4,3.15,14,D,4,2.15,7,M Oliver,Man United,2017
5340,0,12,D,1,2,0,3,6,10/12/17,5,10,0,1,2,4,Arsenal,1,3.4,E0,3.8,3.6,3.8,11,H,2,1.91,6,R Madley,Southampton,2017
5341,0,6,H,0,0,0,2,10,12/12/17,4,14,0,1,3.05,6,Stoke,0,3.2,E0,2.3,3.1,2.4,14,D,0,3.3,7,M Jones,Burnley,2017
5342,1,14,H,1,1,1,4,14,12/12/17,6,18,0,2,3.15,4,Watford,0,3.1,E0,2.25,3.5,2.4,7,A,2,3.25,2,L Mason,Crystal Palace,2017
5343,2,11,A,3,0,0,2,7,12/12/17,3,4,0,1,1.4,1,Chelsea,0,4.8,E0,9,4.6,7.5,12,A,0,1.4,5,A Marriner,Huddersfield,2017
5344,0,16,D,0,0,0,5,14,13/12/17,7,6,0,0,11,5,West Brom,0,6,E0,1.2,7,1.25,6,D,1,15,1,P Tierney,Liverpool,2017
5345,0,14,H,0,2,0,2,9,13/12/17,9,12,0,1,11,4,Bournemouth,1,6,E0,1.29,5.5,1.25,14,H,1,12,7,G Scott,Man United,2017
5346,1,10,A,1,2,0,4,16,13/12/17,1,11,1,0,2.7,4,Everton,0,3.3,E0,2.4,3.2,2.6,7,A,1,3.2,4,M Atkinson,Newcastle,2017
5347,3,13,A,4,0,0,4,12,13/12/17,9,9,0,1,3.7,9,Leicester,0,3.35,E0,2.05,3.4,2.05,16,A,1,3.8,11,C Kavanagh,Southampton,2017
5348,2,12,A,4,0,0,3,7,13/12/17,5,6,0,0,1.25,2,Man City,0,6,E0,13,6,11,23,A,0,1.25,10,A Taylor,Swansea,2017
5349,0,5,H,0,1,0,8,25,13/12/17,2,10,0,2,10,10,Brighton,1,6,E0,1.25,6,1.27,7,H,1,13,4,R Madley,Tottenham,2017
5350,0,9,D,0,0,0,0,6,13/12/17,7,9,0,0,1.65,1,Arsenal,0,4,E0,5.5,4,5,22,D,1,1.65,3,J Moss,West Ham,2017
5351,0,13,H,0,1,0,5,23,16/12/17,5,9,0,1,11,7,Newcastle,1,6,E0,1.25,6,1.25,10,H,2,13,2,S Attwell,Arsenal,2017
5352,0,13,D,0,2,0,2,12,16/12/17,2,13,0,0,2.65,8,Burnley,0,3.3,E0,2.62,2.9,2.65,11,D,4,3.2,6,C Kavanagh,Brighton,2017
5353,0,8,H,0,3,0,8,24,16/12/17,4,16,0,1,7.5,8,Southampton,1,4.8,E0,1.36,5,1.4,6,H,1,9,2,R East,Chelsea,2017
5354,2,12,A,3,2,0,2,11,16/12/17,4,13,1,0,4.3,6,Crystal Palace,0,3.5,E0,1.91,3.5,1.85,13,A,2,4.33,6,M Atkinson,Leicester,2017
5355,0,13,H,1,4,0,11,20,16/12/17,1,20,0,4,6.5,5,Tottenham,1,4.2,E0,1.53,4.5,1.5,7,H,2,6,2,C Pawson,Man City,2017
5356,1,12,A,3,1,0,0,17,16/12/17,9,13,0,0,3.4,7,West Ham,0,3.3,E0,2.3,3.3,2.2,14,A,2,3.3,7,G Scott,Stoke,2017
5357,2,12,A,4,1,1,3,13,16/12/17,7,17,1,1,4.7,8,Huddersfield,0,3.7,E0,1.8,3.5,1.75,15,A,2,5,9,M Oliver,Watford,2017
5358,3,5,A,4,1,0,2,6,17/12/17,3,10,0,0,1.55,2,Liverpool,0,4,E0,6,4.5,6.2,21,A,1,1.53,7,A Marriner,Bournemouth,2017
5359,2,14,A,2,3,0,5,12,17/12/17,3,7,0,1,1.55,6,Man United,0,4,E0,6.5,3.8,6.2,8,A,1,1.62,3,A Taylor,West Brom,2017
5360,1,12,H,1,3,0,7,12,18/12/17,3,12,0,3,5,6,Swansea,1,3.7,E0,1.73,3.6,1.7,8,D,2,5.5,3,J Moss,Everton,2017
5361,1,9,D,3,0,0,4,11,22/12/17,8,11,0,3,2.95,7,Liverpool,0,3.3,E0,2.45,3.6,2.4,14,A,1,2.8,9,M Atkinson,Arsenal,2017
5362,0,8,H,0,0,0,3,14,23/12/17,4,11,0,1,2.9,6,Watford,0,3.05,E0,2.62,3.1,2.6,13,D,0,3,1,P Tierney,Brighton,2017
5363,1,10,A,3,2,0,2,5,23/12/17,4,10,0,0,1.65,4,Tottenham,0,3.8,E0,7,3.8,5.3,18,A,1,1.57,8,M Oliver,Burnley,2017
5364,0,8,D,0,0,0,0,5,23/12/17,7,4,0,0,1.7,2,Chelsea,0,3.9,E0,5.5,3.8,4.8,25,D,3,1.67,8,R Madley,Everton,2017
5365,1,19,D,2,2,0,3,11,23/12/17,6,8,1,2,1.8,4,Man United,1,3.7,E0,4.33,3.5,4.4,19,D,2,1.91,6,J Moss,Leicester,2017
5366,0,8,H,0,1,0,5,14,23/12/17,6,7,0,4,20,4,Bournemouth,1,9,E0,1.1,11,1.12,5,H,0,26,1,M Jones,Man City,2017
5367,0,16,D,1,1,0,6,12,23/12/17,1,9,0,1,5.3,9,Huddersfield,1,3.8,E0,1.62,3.75,1.65,10,H,2,6.5,3,L Probert,Southampton,2017
5368,0,9,H,1,0,0,5,9,23/12/17,11,11,0,3,3.2,1,West Brom,2,3.35,E0,2.3,3.1,2.25,17,H,1,3.5,7,N Swarbrick,Stoke,2017
5369,0,13,D,1,3,0,2,7,23/12/17,3,11,0,1,2.5,6,Crystal Palace,0,3.1,E0,3.3,3.1,3,13,D,2,2.4,5,C Pawson,Swansea,2017
5370,1,9,A,3,1,0,6,19,23/12/17,3,12,0,2,4.1,6,Newcastle,1,3.5,E0,2.15,3.2,1.9,11,D,1,3.8,4,L Mason,West Ham,2017
5371,1,12,D,3,4,0,10,26,26/12/17,4,14,0,3,2.7,7,West Ham,1,3.3,E0,2.8,3.3,2.6,10,D,3,2.62,5,S Attwell,Bournemouth,2017
5372,0,8,H,0,1,0,8,25,26/12/17,1,8,0,2,15,13,Brighton,0,6.5,E0,1.2,7,1.2,8,D,0,15,1,M Dean,Chelsea,2017
5373,0,9,D,1,4,0,8,18,26/12/17,5,12,0,1,2.95,8,Stoke,1,3.3,E0,2.5,3.1,2.4,15,H,2,3.1,7,A Taylor,Huddersfield,2017
5374,0,5,H,0,1,0,9,22,26/12/17,2,8,0,5,15,4,Swansea,1,6.5,E0,1.17,8,1.2,7,H,0,17,4,K Friend,Liverpool,2017
5375,2,10,D,2,7,0,6,23,26/12/17,2,14,0,2,11,12,Burnley,0,6,E0,1.25,6,1.25,3,A,3,13,2,M Atkinson,Man United,2017
5376,0,8,H,2,2,0,7,16,26/12/17,8,15,0,5,7.5,3,Southampton,2,4.8,E0,1.33,5,1.4,16,H,0,11,6,G Scott,Tottenham,2017
5377,1,7,H,1,3,0,1,11,26/12/17,8,13,0,2,2.85,8,Leicester,1,3.3,E0,2.5,3.4,2.5,11,D,3,2.88,5,C Kavanagh,Watford,2017
5378,0,14,D,0,0,0,3,17,26/12/17,2,13,0,0,2.75,10,Everton,0,3.25,E0,2.5,3.2,2.6,7,D,2,3,3,R East,West Brom,2017
5379,1,11,A,1,0,0,2,6,27/12/17,8,6,0,0,1.3,3,Man City,0,6,E0,13,6,8.5,22,A,1,1.25,6,A Marriner,Newcastle,2017
5380,1,12,A,3,1,0,2,16,28/12/17,4,7,0,2,1.75,5,Arsenal,0,3.6,E0,4.8,3.8,4.8,16,A,0,1.75,9,M Oliver,Crystal Palace,2017
5381,0,8,H,1,0,0,7,19,30/12/17,4,13,0,2,2.9,4,Everton,1,3.3,E0,2.4,3.2,2.45,6,H,0,3,1,L Probert,Bournemouth,2017
5382,0,5,H,0,1,0,12,21,30/12/17,0,10,0,5,13,7,Stoke,3,6.5,E0,1.17,7,1.22,1,H,1,17,1,K Friend,Chelsea,2017
5383,0,14,D,0,1,0,1,3,30/12/17,4,14,0,0,2.9,5,Burnley,0,3.1,E0,2.38,2.9,2.6,11,D,2,3.4,4,P Tierney,Huddersfield,2017
5384,1,7,H,1,2,0,6,17,30/12/17,1,3,0,2,8,7,Leicester,0,5.3,E0,1.3,5.5,1.35,7,A,3,9,1,N Swarbrick,Liverpool,2017
5385,0,12,D,0,4,0,3,15,30/12/17,7,13,0,0,7.5,10,Southampton,0,4.8,E0,1.36,4.8,1.4,8,D,2,8,3,C Pawson,Man United,2017
5386,0,11,D,0,2,0,2,11,30/12/17,6,10,0,0,3.3,3,Brighton,0,3.35,E0,2.15,3.2,2.2,10,D,2,3.6,3,A Taylor,Newcastle,2017
5387,0,14,A,2,2,0,4,9,30/12/17,8,13,0,1,4.8,1,Swansea,1,3.6,E0,1.7,3.6,1.75,9,H,4,5,4,M Atkinson,Watford,2017
5388,0,14,D,0,4,0,1,10,31/12/17,8,11,0,0,1.3,7,Man City,0,5.5,E0,11,6,9.5,15,D,5,1.25,4,J Moss,Crystal Palace,2017
5389,0,14,D,1,3,0,3,14,31/12/17,6,9,0,1,1.75,5,Arsenal,0,3.6,E0,4.5,3.75,4.8,14,D,3,1.73,4,M Dean,West Brom,2017
5390,1,13,D,2,1,0,6,15,01/01/18,12,9,0,2,3.3,5,Bournemouth,1,3.15,E0,2.4,3.1,2.3,26,D,2,3.3,8,M Oliver,Brighton,2017
5391,0,4,A,2,0,0,4,13,01/01/18,9,12,0,1,1.55,3,Liverpool,0,4,E0,7,4.33,6.2,19,D,0,1.5,5,R East,Burnley,2017
5392,0,11,A,2,0,0,0,12,01/01/18,6,10,0,0,1.8,6,Man United,0,3.7,E0,5.5,3.4,4.4,21,D,2,1.75,6,A Marriner,Everton,2017
5393,0,7,H,0,1,0,5,11,01/01/18,1,9,0,3,4.8,4,Huddersfield,0,3.9,E0,1.67,3.75,1.7,6,D,1,5.5,1,G Scott,Leicester,2017
5394,0,10,A,1,1,0,4,11,01/01/18,5,11,0,0,3.3,10,Newcastle,0,3.35,E0,2.3,3.2,2.2,14,D,3,3.4,6,C Kavanagh,Stoke,2017
5395,0,8,H,1,1,0,7,17,02/01/18,1,12,0,3,20,9,Watford,2,9,E0,1.15,8,1.12,7,H,1,19,4,L Mason,Man City,2017
5396,0,8,A,2,1,0,3,10,02/01/18,7,11,0,1,3.5,4,Crystal Palace,1,3.4,E0,1.95,3.4,2.1,11,H,0,4.2,4,S Attwell,Southampton,2017
5397,1,12,A,2,2,0,1,8,02/01/18,5,9,0,0,1.33,6,Tottenham,0,5.3,E0,11,5.5,8.7,12,A,2,1.3,5,R Madley,Swansea,2017
5398,1,12,H,1,2,0,5,13,02/01/18,4,12,0,2,3.5,3,West Brom,0,3.4,E0,1.95,3.3,2.1,10,A,3,4.33,3,M Jones,West Ham,2017
5399,0,11,D,2,2,0,6,14,03/01/18,8,11,0,2,2.75,10,Chelsea,0,3.3,E0,2.7,3.3,2.6,19,D,3,2.7,6,A Taylor,Arsenal,2017
5400,0,10,D,1,2,0,8,31,04/01/18,1,6,0,1,8,7,West Ham,0,5.3,E0,1.29,6,1.35,3,D,0,10,1,M Dean,Tottenham,2017
5401,0,14,D,0,2,1,7,17,13/01/18,3,13,0,0,8.5,6,Leicester,0,5.5,E0,1.3,5.5,1.33,14,D,2,11,1,M Jones,Chelsea,2017
5402,0,16,H,0,3,0,2,17,13/01/18,2,10,0,1,4,3,Burnley,1,3.3,E0,2.05,3.1,2,8,H,0,4.33,2,M Oliver,Crystal Palace,2017
5403,1,7,A,4,1,0,2,8,13/01/18,3,9,0,1,2.75,7,West Ham,1,3.25,E0,2.7,3,2.6,8,D,1,3,6,J Moss,Huddersfield,2017
5404,0,11,D,1,3,0,4,12,13/01/18,5,10,0,1,4.1,4,Swansea,0,3.5,E0,1.95,3.3,1.9,8,D,0,4.5,5,G Scott,Newcastle,2017
5405,0,11,H,0,2,0,10,20,13/01/18,3,15,0,4,8.7,3,Everton,1,5.3,E0,1.29,5.5,1.33,7,H,0,12,0,C Pawson,Tottenham,2017
5406,2,11,D,2,5,0,4,16,13/01/18,4,13,0,2,2.95,5,Southampton,0,3.3,E0,2.5,3.25,2.4,10,A,0,3,4,R East,Watford,2017
5407,0,8,H,0,0,0,4,15,13/01/18,6,15,0,2,3.8,9,Brighton,1,3.2,E0,2.05,3,2.1,13,H,0,4.2,1,M Atkinson,West Brom,2017
5408,0,8,H,1,2,0,5,13,14/01/18,5,10,0,2,1.7,4,Arsenal,0,3.9,E0,4.5,4,4.8,12,D,2,1.75,3,K Friend,Bournemouth,2017
5409,1,10,H,3,3,0,7,16,14/01/18,6,7,0,4,2.3,5,Man City,1,3.5,E0,3.1,3.5,3,11,D,2,2.3,4,A Marriner,Liverpool,2017
5410,0,14,H,0,1,0,9,20,15/01/18,1,10,0,3,11,6,Stoke,2,6,E0,1.22,6.5,1.25,11,H,2,15,5,A Taylor,Man United,2017
5411,0,6,H,1,0,0,10,16,20/01/18,10,8,0,4,6.5,5,Crystal Palace,4,4.2,E0,1.5,4.33,1.5,9,H,0,7,5,C Kavanagh,Arsenal,2017
5412,2,12,A,4,0,0,3,10,20/01/18,3,5,0,0,1.6,5,Chelsea,0,3.9,E0,6.5,3.75,5.7,14,A,3,1.62,10,J Moss,Brighton,2017
5413,0,7,A,1,3,0,2,13,20/01/18,4,12,0,0,1.55,5,Man United,0,4,E0,7,3.8,6.2,12,D,3,1.57,2,M Dean,Burnley,2017
5414,1,15,D,1,1,0,4,9,20/01/18,3,10,0,1,3.6,0,West Brom,0,3.1,E0,2.15,3.1,2.2,15,A,2,4,5,S Attwell,Everton,2017
5415,0,11,H,0,0,0,5,9,20/01/18,5,10,0,2,4.1,4,Watford,1,3.5,E0,1.85,3.75,1.9,11,H,0,4.33,3,L Probert,Leicester,2017
5416,0,5,H,1,1,0,9,21,20/01/18,0,10,0,3,17,18,Newcastle,1,8,E0,1.12,9,1.15,6,H,0,26,4,P Tierney,Man City,2017
5417,0,18,H,0,1,0,6,11,20/01/18,2,13,0,2,3.75,3,Huddersfield,0,3.2,E0,2.05,3.3,2.1,6,D,1,4,3,M Oliver,Stoke,2017
5418,0,8,D,1,1,0,4,12,20/01/18,3,7,0,1,3.8,6,Bournemouth,0,3.4,E0,2,3.5,2,8,D,3,4,3,M Atkinson,West Ham,2017
5419,1,8,D,1,3,0,4,10,21/01/18,9,15,0,1,1.7,2,Tottenham,1,3.7,E0,5.5,4,5,17,D,2,1.65,2,K Friend,Southampton,2017
5420,0,5,H,0,2,0,2,3,22/01/18,9,9,0,1,1.35,3,Liverpool,1,5.3,E0,11,5.5,8,21,H,0,1.3,4,N Swarbrick,Swansea,2017
5421,2,8,A,3,0,0,1,5,30/01/18,4,8,0,0,1.4,1,Liverpool,0,4.8,E0,11,5.5,7.5,14,A,0,1.3,7,K Friend,Huddersfield,2017
5422,1,4,H,1,3,0,4,12,30/01/18,3,8,0,3,1.55,4,Arsenal,1,4,E0,7,4.33,6.2,9,D,0,1.5,4,L Mason,Swansea,2017
5423,1,11,D,1,3,0,3,8,30/01/18,3,15,0,1,2.65,5,Crystal Palace,1,3.3,E0,3,3.25,2.65,9,D,1,2.5,3,N Swarbrick,West Ham,2017
5424,0,5,A,3,0,0,5,21,31/01/18,5,12,0,0,10.5,8,Bournemouth,0,5.8,E0,1.29,6,1.27,11,D,1,11,5,L Probert,Chelsea,2017
5425,0,9,H,1,2,0,4,9,31/01/18,5,10,0,2,2.7,5,Leicester,2,3.2,E0,3,3.1,2.7,8,H,0,2.62,1,C Kavanagh,Everton,2017
5426,0,10,H,0,3,0,10,19,31/01/18,1,10,0,3,18,9,West Brom,1,7.5,E0,1.14,9,1.15,3,H,1,19,1,R Madley,Man City,2017
5427,0,15,D,1,2,0,4,14,31/01/18,4,15,0,1,3.6,7,Burnley,0,3.3,E0,2.2,3.1,2.1,11,D,1,3.75,2,S Hooper,Newcastle,2017
5428,1,8,D,1,1,0,3,18,31/01/18,2,10,0,1,4.5,7,Brighton,0,3.6,E0,1.75,3.3,1.8,9,A,3,6,2,M Dean,Southampton,2017
5429,0,12,D,0,3,0,4,11,31/01/18,6,12,0,0,3.5,2,Watford,0,3.4,E0,2.25,3.4,2.1,12,D,4,3.3,2,J Moss,Stoke,2017
5430,0,10,H,0,2,0,6,22,31/01/18,3,13,0,2,2.95,6,Man United,2,3.3,E0,2.3,3.3,2.4,6,H,2,3.3,3,A Marriner,Tottenham,2017
5431,0,8,H,1,0,0,7,15,03/02/18,6,8,0,5,8,4,Everton,4,5.3,E0,1.33,5,1.35,11,H,2,11,2,N Swarbrick,Arsenal,2017
5432,1,14,H,1,3,0,8,15,03/02/18,1,19,0,2,3.5,8,Stoke,0,3.4,E0,1.91,3.5,2.1,13,A,2,4.33,4,P Tierney,Bournemouth,2017
5433,1,11,H,1,1,0,5,21,03/02/18,1,7,0,3,3.2,4,West Ham,1,3.1,E0,2.3,3,2.4,4,D,3,3.6,1,R East,Brighton,2017
