,HTAG,HF,FTR,FTAG,AY,AR,HST,HS,Date,AC,AF,HR,FTHG,IWA,HC,AwayTeam,HTHG,IWD,Div,WHH,WHD,IWH,AS,HTR,HY,WHA,AST,Referee,HomeTeam,SeasonDate
1960,0,11,D,0,1,0,1,6,23/09/2018,8,9,0,0,1.53,1,Chelsea,0,4.2,E0,5,4.2,6.1,17,D,2,1.6,6,M Dean,West Ham,2018
1961,0,11,H,0,2,0,2,9,29/09/2018,6,17,0,2,7,6,Watford,0,4.5,E0,1.44,5,1.45,13,D,2,6,4,A Taylor,Arsenal,2018
1962,0,7,D,1,2,0,4,10,29/09/2018,4,9,0,1,2.5,4,Liverpool,1,3.3,E0,2.8,3.5,2.85,13,H,0,2.45,6,A Marriner,Chelsea,2018
1963,0,13,H,0,3,0,6,19,29/09/2018,1,13,0,3,4.4,12,Fulham,0,3.7,E0,1.75,4,1.8,6,D,0,4.33,0,R East,Everton,2018
1964,2,17,A,2,2,0,5,9,29/09/2018,0,16,0,0,1.5,3,Tottenham,0,4.25,E0,7,4.4,6.6,10,A,2,1.47,6,C Pawson,Huddersfield,2018
1965,0,4,H,0,3,0,8,28,29/09/2018,3,10,0,2,28,10,Brighton,1,9.1,E0,1.07,12,1.1,4,H,0,29,1,L Mason,Man City,2018
1966,1,11,A,2,0,0,1,6,29/09/2018,9,5,0,0,2.75,5,Leicester,0,3.3,E0,2.55,3.2,2.6,12,A,0,2.9,5,S Hooper,Newcastle,2018
1967,0,12,H,1,1,0,3,8,29/09/2018,9,12,0,3,1.85,4,Man United,2,3.6,E0,4.2,3.7,4.3,9,H,0,1.85,4,M Oliver,West Ham,2018
1968,0,11,H,0,1,0,6,14,29/09/2018,6,7,0,2,4.1,8,Southampton,0,3.5,E0,1.85,3.5,1.9,17,D,3,4.5,6,S Attwell,Wolves,2018
1969,0,11,A,2,3,0,5,19,30/09/2018,2,15,0,1,3.05,10,Burnley,0,3.05,E0,2.55,3.1,2.55,3,D,1,3,2,M Atkinson,Cardiff,2018
1970,0,9,H,1,4,0,5,11,01/10/2018,3,12,0,2,3.2,3,Crystal Palace,1,3.45,E0,2.25,3.4,2.2,10,H,3,3.2,2,M Dean,Bournemouth,2018
1971,0,12,H,0,2,0,4,9,05/10/2018,9,8,0,1,2.65,2,West Ham,1,3.3,E0,2.62,3.2,2.65,17,H,3,2.8,4,K Friend,Brighton,2018
1972,0,8,D,1,2,0,3,6,06/10/2018,10,11,0,1,4.05,1,Huddersfield,1,3.05,E0,2.15,3,2.1,19,H,2,4,2,C Kavanagh,Burnley,2018
1973,0,11,A,1,4,0,4,11,06/10/2018,3,13,0,0,2.6,6,Wolves,0,3.1,E0,2.9,3.2,2.9,7,D,3,2.55,2,M Oliver,Crystal Palace,2018
1974,1,10,A,2,1,0,2,8,06/10/2018,10,11,1,1,3.4,2,Everton,1,3.45,E0,2.2,3.4,2.15,17,D,2,3.3,8,A Marriner,Leicester,2018
1975,2,16,H,2,2,0,10,18,06/10/2018,6,8,0,3,6.5,10,Newcastle,0,4.3,E0,1.47,4.4,1.5,13,A,2,7,8,A Taylor,Man United,2018
1976,0,7,H,0,1,1,7,19,06/10/2018,2,11,0,1,13,6,Cardiff,1,6.5,E0,1.25,6,1.22,8,H,2,11,6,M Dean,Tottenham,2018
1977,3,11,A,4,1,0,2,14,06/10/2018,7,9,1,0,3.4,10,Bournemouth,0,3.55,E0,2.15,3.5,2.1,10,A,3,3.3,7,J Moss,Watford,2018
1978,1,11,A,5,0,0,4,21,07/10/2018,2,12,0,1,1.65,4,Arsenal,1,4.35,E0,4.4,4.2,4.6,9,D,2,1.7,7,P Tierney,Fulham,2018
1979,0,10,D,0,3,0,2,7,07/10/2018,6,10,0,0,2.85,2,Man City,0,3.3,E0,2.5,3.5,2.5,6,D,1,2.75,2,M Atkinson,Liverpool,2018
1980,1,13,A,3,0,0,6,15,07/10/2018,12,11,0,0,1.65,4,Chelsea,0,3.9,E0,5.5,4,5.3,21,A,6,1.62,6,C Pawson,Southampton,2018
1981,0,10,D,0,2,0,2,10,20/10/2018,4,14,0,0,3.6,6,Southampton,0,3.55,E0,2,3.6,2,8,D,1,3.6,4,L Probert,Bournemouth,2018
1982,2,15,H,2,3,0,5,22,20/10/2018,4,16,0,4,2.85,4,Fulham,2,3.45,E0,2.4,3.4,2.4,9,D,3,2.88,4,K Friend,Cardiff,2018
1983,0,9,D,2,5,0,6,21,20/10/2018,3,17,0,2,4.8,5,Man United,1,3.85,E0,1.73,3.8,1.7,7,H,2,4.6,4,M Dean,Chelsea,2018
1984,1,9,A,1,2,0,1,13,20/10/2018,4,6,0,0,1.3,2,Liverpool,0,5.3,E0,11,5,10,11,A,0,1.32,2,M Oliver,Huddersfield,2018
1985,0,11,H,0,2,0,10,24,20/10/2018,1,5,0,5,27,10,Burnley,1,9.2,E0,1.06,13,1.1,5,H,2,26,0,J Moss,Man City,2018
1986,1,13,A,1,2,0,6,27,20/10/2018,2,17,0,0,3.75,10,Brighton,0,3.1,E0,2.15,3.2,2.15,8,A,0,3.7,2,A Marriner,Newcastle,2018
1987,1,8,A,1,0,0,4,13,20/10/2018,6,10,0,0,1.9,10,Tottenham,0,3.7,E0,3.8,3.8,3.9,10,A,3,1.91,2,M Atkinson,West Ham,2018
1988,2,23,A,2,1,0,1,10,20/10/2018,2,13,0,0,5.2,8,Watford,0,3.65,E0,1.73,3.6,1.7,9,A,3,5,3,L Mason,Wolves,2018
1989,0,13,H,0,1,0,4,20,21/10/2018,5,17,0,2,4.45,10,Crystal Palace,0,3.55,E0,1.88,3.5,1.83,7,D,2,4.33,3,A Taylor,Everton,2018
1990,1,10,H,1,2,0,6,19,22/10/2018,4,10,0,3,5.6,6,Leicester,1,4.5,E0,1.53,4.33,1.53,8,D,2,5.8,2,C Kavanagh,Arsenal,2018
1991,0,11,H,0,0,0,1,2,27/10/2018,10,8,0,1,2.45,1,Wolves,0,3.1,E0,3.2,3,3.1,25,D,3,2.4,7,A Taylor,Brighton,2018
1992,1,16,A,3,1,0,1,11,27/10/2018,5,3,1,0,2.5,5,Bournemouth,0,3.4,E0,2.75,3.7,2.8,12,A,2,2.4,5,A Marriner,Fulham,2018
1993,1,17,D,1,1,1,7,21,27/10/2018,0,5,0,1,3.65,8,West Ham,0,3.4,E0,2.15,3.4,2.05,11,A,1,3.5,3,M Oliver,Leicester,2018
1994,0,6,H,1,0,0,7,19,27/10/2018,0,4,0,4,20,8,Cardiff,1,9,E0,1.08,11,1.12,2,H,0,29,1,S Attwell,Liverpool,2018
1995,0,9,D,0,1,0,4,22,27/10/2018,2,12,0,0,3.8,7,Newcastle,0,3.2,E0,2.15,3.25,2.1,6,D,0,3.6,0,C Kavanagh,Southampton,2018
1996,0,9,H,0,2,0,6,12,27/10/2018,3,13,0,3,4.9,3,Huddersfield,2,3.6,E0,1.75,3.6,1.75,13,H,1,5,7,M Dean,Watford,2018
1997,1,14,A,4,2,0,1,7,28/10/2018,4,10,0,0,1.4,4,Chelsea,0,4.8,E0,9.5,4.75,7.6,24,A,4,1.36,8,C Pawson,Burnley,2018
1998,0,10,D,2,2,0,3,16,28/10/2018,4,16,0,2,1.8,6,Arsenal,1,3.7,E0,4.2,4.2,4.4,7,H,1,1.75,2,M Atkinson,Crystal Palace,2018
1999,0,15,H,1,1,0,10,14,28/10/2018,4,12,0,2,5,8,Everton,1,3.75,E0,1.75,3.8,1.7,14,H,2,4.6,6,J Moss,Man United,2018
2000,1,13,A,1,2,0,1,4,29/10/2018,6,13,0,0,1.8,3,Man City,0,3.8,E0,4.4,4.2,4.3,13,A,2,1.73,6,K Friend,Tottenham,2018
2001,0,7,D,1,1,0,4,12,03/11/2018,8,7,0,1,2.2,5,Liverpool,0,3.5,E0,3.6,3.7,3.2,13,D,1,2,4,A Marriner,Arsenal,2018
2002,1,12,A,2,3,0,7,18,03/11/2018,5,12,0,1,2.1,9,Man United,1,3.4,E0,3.4,3.5,3.5,18,D,4,2.1,8,P Tierney,Bournemouth,2018
2003,0,13,A,1,2,0,2,11,03/11/2018,12,12,0,0,2.25,6,Leicester,0,3.2,E0,3.6,3.3,3.4,13,D,2,2.15,5,L Probert,Cardiff,2018
2004,1,9,H,1,1,0,3,14,03/11/2018,4,17,0,3,5,6,Brighton,1,3.8,E0,1.6,3.9,1.7,5,D,0,6,3,D Coote,Everton,2018
2005,0,12,H,0,5,0,2,10,03/11/2018,9,11,0,1,2.75,8,Watford,0,3.15,E0,2.62,3.25,2.7,16,D,1,2.75,1,C Pawson,Newcastle,2018
2006,1,7,H,2,4,0,10,22,03/11/2018,4,9,0,4,4.5,10,Burnley,1,3.6,E0,1.75,3.7,1.8,6,D,1,4.8,3,R East,West Ham,2018
2007,2,11,A,3,2,0,7,16,03/11/2018,1,8,0,2,2.3,5,Tottenham,0,3.3,E0,2.9,3.3,3.15,10,A,1,2.5,8,M Dean,Wolves,2018
2008,0,6,H,1,1,0,6,15,04/11/2018,2,13,0,3,11,4,Crystal Palace,1,6.1,E0,1.29,6,1.25,7,H,0,9.5,2,M Oliver,Chelsea,2018
2009,1,14,H,1,1,0,8,18,04/11/2018,4,9,0,6,20,4,Southampton,4,9,E0,1.11,10,1.12,12,H,1,21,6,L Mason,Man City,2018
2010,0,11,H,0,2,0,2,10,05/11/2018,4,8,0,1,3.2,5,Fulham,1,3.35,E0,2.3,3.4,2.25,7,H,1,3.1,1,A Taylor,Huddersfield,2018
2011,1,7,H,1,1,1,6,20,10/11/2018,1,21,0,2,2.75,4,Brighton,1,3.2,E0,2.55,3.1,2.65,7,D,2,3,3,M Atkinson,Cardiff,2018
2012,0,12,A,1,1,0,4,11,10/11/2018,6,9,0,0,1.8,10,Tottenham,0,3.6,E0,4.33,3.6,4.5,11,D,1,1.83,2,J Moss,Crystal Palace,2018
2013,0,9,D,1,1,0,7,15,10/11/2018,6,8,0,1,2.3,5,West Ham,1,3.3,E0,3.3,3.2,3.2,12,H,1,2.3,5,C Kavanagh,Huddersfield,2018
2014,0,13,D,0,0,0,5,22,10/11/2018,1,10,0,0,6.1,12,Burnley,0,4.2,E0,1.52,4.2,1.53,6,D,2,6.5,1,M Dean,Leicester,2018
2015,1,9,H,1,1,0,6,18,10/11/2018,10,11,0,2,2.6,7,Bournemouth,2,3.3,E0,2.75,3.4,2.7,14,H,2,2.55,4,L Probert,Newcastle,2018
2016,0,13,D,1,2,0,4,14,10/11/2018,6,13,0,1,2.95,7,Watford,1,3.3,E0,2.5,3.25,2.4,12,H,3,2.9,6,S Hooper,Southampton,2018
2017,1,9,D,1,2,0,3,10,11/11/2018,2,16,0,1,6.2,11,Wolves,0,4,E0,1.65,4.2,1.55,12,A,2,4.75,5,S Attwell,Arsenal,2018
2018,0,7,D,0,3,0,4,15,11/11/2018,5,11,0,0,7,5,Everton,0,4.5,E0,1.44,5,1.45,6,D,4,6.5,1,K Friend,Chelsea,2018
2019,0,11,H,0,1,0,7,20,11/11/2018,3,9,0,2,20,6,Fulham,1,9,E0,1.1,11,1.12,8,H,1,21,3,P Tierney,Liverpool,2018
2020,0,12,H,1,1,0,5,17,11/11/2018,1,12,0,3,6.4,5,Man United,1,4.8,E0,1.38,5,1.45,6,H,1,7.5,1,A Taylor,Man City,2018
2021,0,10,D,1,1,1,3,14,24/11/2018,1,7,0,1,2.65,6,Leicester,1,3.15,E0,2.8,3.2,2.8,8,H,3,2.62,3,C Kavanagh,Brighton,2018
2022,0,12,H,0,3,0,8,16,24/11/2018,3,13,0,1,7,7,Cardiff,0,4.5,E0,1.42,4.75,1.45,7,D,0,7.5,1,P Tierney,Everton,2018
2023,1,10,H,2,3,0,5,10,24/11/2018,5,6,0,3,2.7,2,Southampton,2,3.35,E0,2.6,3.4,2.6,19,H,2,2.7,8,M Oliver,Fulham,2018
2024,0,13,D,0,2,0,5,12,24/11/2018,3,12,0,0,7.6,10,Crystal Palace,0,4.8,E0,1.4,4.75,1.4,13,D,1,8,2,L Mason,Man United,2018
2025,0,19,H,1,3,0,9,18,24/11/2018,4,12,0,3,2.55,4,Chelsea,2,3.4,E0,2.8,3.4,2.75,13,H,0,2.5,2,M Atkinson,Tottenham,2018
2026,0,12,A,3,0,1,1,5,24/11/2018,5,13,0,0,1.57,5,Liverpool,0,4.1,E0,5.5,4.33,5.8,10,D,0,1.57,7,J Moss,Watford,2018
2027,3,6,A,4,0,0,1,9,24/11/2018,1,3,0,0,1.27,8,Man City,0,6,E0,10,6.5,10,9,A,0,1.25,6,A Marriner,West Ham,2018
2028,1,6,A,2,1,0,5,11,25/11/2018,8,9,0,1,2,5,Arsenal,1,3.5,E0,3.5,3.8,3.7,20,D,2,2,4,C Pawson,Bournemouth,2018
2029,1,9,A,2,2,0,3,12,25/11/2018,5,8,0,0,6.3,3,Huddersfield,0,4.1,E0,1.47,4,1.53,14,A,1,8,6,K Friend,Wolves,2018
2030,2,6,A,2,1,0,4,14,26/11/2018,5,11,0,1,2.7,5,Newcastle,1,3.05,E0,2.8,3.1,2.8,17,A,0,2.7,3,A Taylor,Burnley,2018
2031,1,3,H,1,2,0,3,17,30/11/2018,6,12,0,2,2.25,7,Wolves,0,3.3,E0,3.75,3.25,3.3,15,A,1,2.2,4,A Marriner,Cardiff,2018
2032,0,9,H,0,1,0,9,29,01/12/2018,2,10,0,2,5.2,10,Burnley,1,3.8,E0,1.6,3.75,1.67,4,H,1,6.5,0,L Probert,Crystal Palace,2018
2033,1,10,A,2,2,0,2,7,01/12/2018,6,12,1,1,3.3,2,Brighton,1,2.95,E0,2.45,3,2.45,14,D,0,3.25,6,M Oliver,Huddersfield,2018
2034,0,7,H,0,1,1,3,7,01/12/2018,8,6,0,2,3.3,4,Watford,2,3.3,E0,2.25,3.25,2.25,8,H,2,3.4,0,G Scott,Leicester,2018
2035,1,9,H,1,0,0,6,16,01/12/2018,4,3,0,3,20,8,Bournemouth,1,9,E0,1.1,10,1.12,4,D,0,23,1,S Attwell,Man City,2018
2036,1,10,A,3,3,0,4,16,01/12/2018,3,10,0,0,3,7,West Ham,0,3.2,E0,2.45,3.25,2.45,7,A,3,3,4,P Tierney,Newcastle,2018
2037,2,12,D,2,4,0,6,16,01/12/2018,5,13,0,2,1.95,3,Man United,2,3.5,E0,4.2,3.5,3.9,11,D,4,1.91,5,K Friend,Southampton,2018
2038,2,15,H,2,3,1,7,22,02/12/2018,5,17,0,4,2.65,8,Tottenham,1,3.4,E0,2.55,3.5,2.65,11,A,3,2.62,6,M Dean,Arsenal,2018
2039,0,8,H,0,1,0,9,16,02/12/2018,6,17,0,2,15,4,Fulham,1,6.5,E0,1.17,7.5,1.2,9,H,2,17,4,C Pawson,Chelsea,2018
2040,0,12,H,0,2,0,3,16,02/12/2018,1,7,0,1,7.5,8,Everton,0,4.9,E0,1.36,5,1.4,9,D,3,8.5,3,C Kavanagh,Liverpool,2018
2041,1,14,H,1,2,0,2,6,04/12/2018,8,11,0,2,4.5,4,Huddersfield,2,3.6,E0,1.67,3.7,1.8,23,H,4,5.5,6,R East,Bournemouth,2018
2042,0,14,H,1,3,0,3,9,04/12/2018,5,12,1,3,2.7,4,Crystal Palace,3,3.2,E0,2.9,3.1,2.7,18,H,2,2.62,5,K Friend,Brighton,2018
2043,1,4,A,2,1,0,7,11,04/12/2018,11,8,0,1,1.3,3,Man City,0,5.5,E0,10,5.5,9.6,15,A,0,1.29,7,P Tierney,Watford,2018
2044,0,10,H,1,2,0,11,17,04/12/2018,4,10,0,3,5.2,10,Cardiff,0,3.95,E0,1.62,3.9,1.65,9,D,1,5.8,5,G Scott,West Ham,2018
2045,0,10,A,3,0,0,6,10,05/12/2018,9,3,0,1,1.27,5,Liverpool,0,5.8,E0,12,5.5,11,18,D,1,1.27,12,S Attwell,Burnley,2018
2046,1,7,D,1,5,0,3,19,05/12/2018,2,18,0,1,5.4,14,Newcastle,1,3.8,E0,1.57,3.8,1.65,8,D,0,6.5,5,L Mason,Everton,2018
2047,0,12,D,1,0,0,7,25,05/12/2018,8,7,0,1,2.35,10,Leicester,1,3.45,E0,2.9,3.4,2.95,13,H,0,2.4,5,D Coote,Fulham,2018
2048,1,13,D,2,3,0,7,10,05/12/2018,4,10,0,2,2.95,4,Arsenal,1,3.3,E0,2.38,3.5,2.4,9,D,3,2.9,4,A Marriner,Man United,2018
2049,0,7,H,1,0,0,8,13,05/12/2018,6,5,0,3,7.5,8,Southampton,1,4.8,E0,1.36,4.8,1.4,18,H,0,9,5,A Taylor,Tottenham,2018
2050,1,18,H,1,4,0,2,6,05/12/2018,5,10,0,2,1.8,1,Chelsea,0,3.6,E0,4.8,3.7,4.5,17,A,4,1.75,3,J Moss,Wolves,2018
2051,0,13,H,0,4,0,2,14,08/12/2018,1,20,0,1,10,7,Huddersfield,0,6,E0,1.25,6,1.27,6,D,5,12,0,P Tierney,Arsenal,2018
2052,1,9,A,4,1,0,2,8,08/12/2018,6,11,0,0,1.65,6,Liverpool,0,3.8,E0,5.8,4.33,5.5,10,A,2,1.55,4,L Mason,Bournemouth,2018
2053,0,11,H,0,0,0,4,14,08/12/2018,7,11,0,1,2.75,2,Brighton,1,3.05,E0,2.75,3.1,2.8,14,H,2,2.75,1,M Atkinson,Burnley,2018
2054,0,9,H,0,2,0,4,13,08/12/2018,7,10,0,1,2.55,7,Southampton,0,3.15,E0,2.8,3.25,2.9,12,D,2,2.6,1,J Moss,Cardiff,2018
2055,0,12,H,0,0,0,5,8,08/12/2018,13,11,0,2,1.9,1,Man City,1,3.6,E0,3.8,3.7,4,14,H,2,1.95,4,M Oliver,Chelsea,2018
2056,1,12,A,2,1,0,3,11,08/12/2018,5,7,0,0,2.05,6,Tottenham,0,3.5,E0,3.75,3.5,3.6,7,A,3,2,2,C Pawson,Leicester,2018
2057,0,11,H,1,1,1,11,20,08/12/2018,3,15,0,4,8.5,10,Fulham,3,5.5,E0,1.35,5,1.33,10,H,1,9,4,L Probert,Man United,2018
2058,1,10,H,2,2,0,6,13,08/12/2018,3,8,0,3,3.3,5,Crystal Palace,0,3.3,E0,2.25,3.3,2.25,8,A,1,3.3,4,A Taylor,West Ham,2018
2059,1,10,A,2,5,0,4,12,09/12/2018,6,17,1,1,2.7,4,Wolves,1,3.2,E0,2.9,3.1,2.7,13,D,2,2.62,6,M Dean,Newcastle,2018
2060,0,13,D,2,1,0,5,12,10/12/2018,6,13,0,2,4.8,6,Watford,1,3.7,E0,1.73,3.8,1.75,15,H,1,4.8,3,K Friend,Everton,2018
2061,0,10,H,0,1,0,1,8,15/12/2018,4,8,0,1,2.95,4,Leicester,1,3.1,E0,2.62,3.1,2.6,12,H,2,2.88,2,M Oliver,Crystal Palace,2018
2062,2,14,A,2,1,0,4,16,15/12/2018,4,10,0,0,2.4,6,West Ham,0,3.55,E0,2.9,3.5,2.85,6,A,2,2.38,3,M Dean,Fulham,2018
2063,0,5,A,1,1,0,5,15,15/12/2018,1,13,0,0,2.95,10,Newcastle,0,3.2,E0,2.62,3,2.5,8,D,1,3,5,A Taylor,Huddersfield,2018
2064,0,7,H,1,2,0,5,13,15/12/2018,2,9,0,3,12.5,6,Everton,1,6.5,E0,1.2,7,1.22,9,H,1,13,2,C Pawson,Man City,2018
2065,0,7,H,0,2,0,3,15,15/12/2018,3,8,0,1,13,8,Burnley,0,7,E0,1.15,8,1.2,4,D,0,15,0,G Scott,Tottenham,2018
2066,0,7,H,2,0,0,8,17,15/12/2018,0,5,0,3,5,5,Cardiff,1,3.8,E0,1.6,3.9,1.7,10,H,0,6,3,A Madley,Watford,2018
2067,0,15,H,0,2,0,3,9,15/12/2018,3,7,0,2,3.8,5,Bournemouth,1,3.4,E0,1.95,3.5,2,13,H,1,4,3,S Hooper,Wolves,2018
2068,2,14,A,2,2,0,2,6,16/12/2018,1,6,0,1,1.45,4,Chelsea,0,4.4,E0,7,4.33,7.2,10,A,2,1.47,3,S Attwell,Brighton,2018
2069,1,6,H,1,2,0,11,36,16/12/2018,2,14,0,3,5.1,13,Man United,1,4,E0,1.52,4.33,1.65,6,D,0,6,2,M Atkinson,Liverpool,2018
2070,1,12,H,2,1,0,7,12,16/12/2018,5,10,0,3,1.9,4,Arsenal,2,3.8,E0,3.9,3.75,3.75,13,H,3,1.91,4,C Kavanagh,Southampton,2018
2071,1,7,A,2,0,0,5,11,21/12/2018,10,3,0,0,1.57,1,Liverpool,0,4,E0,6.5,3.9,6,15,A,0,1.55,6,C Pawson,Wolves,2018
2072,0,10,H,1,5,0,6,10,22/12/2018,3,14,0,3,11,1,Burnley,1,6.1,E0,1.22,6,1.25,7,H,2,15,2,K Friend,Arsenal,2018
2073,0,8,H,0,0,1,3,14,22/12/2018,5,18,0,2,4.3,6,Brighton,1,3.6,E0,1.91,3.5,1.85,10,H,2,4.2,5,M Dean,Bournemouth,2018
2074,3,13,A,5,1,0,3,9,22/12/2018,7,13,0,1,1.57,4,Man United,1,4.05,E0,6,4,5.8,17,A,2,1.57,9,M Oliver,Cardiff,2018
2075,0,10,A,1,2,0,5,17,22/12/2018,5,9,0,0,8,9,Leicester,0,5.3,E0,1.3,5.25,1.35,8,D,0,11,3,L Probert,Chelsea,2018
2076,2,12,A,3,3,0,5,16,22/12/2018,2,9,0,1,2.45,8,Southampton,0,3.15,E0,3,3,3.05,13,A,2,2.6,6,S Attwell,Huddersfield,2018
2077,2,7,A,3,4,0,5,19,22/12/2018,0,6,0,2,18,13,Crystal Palace,1,8,E0,1.12,8.5,1.15,5,A,0,23,3,A Marriner,Man City,2018
2078,0,9,D,0,2,0,0,9,22/12/2018,0,12,0,0,3.9,6,Fulham,0,3.5,E0,1.95,3.5,1.95,4,D,1,4,2,M Atkinson,Newcastle,2018
2079,1,9,A,2,2,0,7,18,22/12/2018,4,11,0,0,3,10,Watford,0,3.5,E0,2.3,3.4,2.3,11,A,3,3.1,5,L Mason,West Ham,2018
2080,3,13,A,6,2,0,3,10,23/12/2018,1,9,0,2,2.25,2,Tottenham,1,3.45,E0,3.1,3.4,3.15,17,A,0,2.3,8,P Tierney,Everton,2018
2081,1,10,D,1,1,0,3,12,26/12/2018,9,4,0,1,1.7,4,Arsenal,1,3.85,E0,5,3.8,4.85,7,D,2,1.7,4,A Taylor,Brighton,2018
2082,3,11,A,5,4,0,4,11,26/12/2018,7,19,0,1,1.85,5,Everton,1,3.5,E0,4.33,3.4,4.4,13,A,2,1.91,6,M Oliver,Burnley,2018
2083,0,9,D,0,3,0,5,31,26/12/2018,1,11,0,0,5,12,Cardiff,0,3.8,E0,1.63,3.8,1.7,9,D,0,5.8,4,L Probert,Crystal Palace,2018
2084,0,9,D,1,1,0,9,11,26/12/2018,0,6,0,1,2.35,2,Wolves,0,3.25,E0,3.2,3.2,3.1,14,D,2,2.35,5,A Marriner,Fulham,2018
2085,1,5,H,1,2,1,5,10,26/12/2018,7,8,0,2,1.37,3,Man City,1,5,E0,9.5,5,8,11,D,2,1.35,4,M Dean,Leicester,2018
2086,0,7,H,0,0,0,8,16,26/12/2018,2,9,0,4,16.5,10,Newcastle,1,7.6,E0,1.15,8,1.17,6,H,0,17,2,G Scott,Liverpool,2018
2087,0,9,H,1,1,0,10,16,26/12/2018,3,13,0,3,13.5,5,Huddersfield,1,6.2,E0,1.22,6.5,1.22,10,H,1,13,2,J Moss,Man United,2018
2088,0,4,H,0,1,0,7,10,26/12/2018,4,8,0,5,8.4,3,Bournemouth,3,5.2,E0,1.33,5.25,1.35,14,H,2,9,4,C Kavanagh,Tottenham,2018
2089,1,15,A,2,0,0,2,10,26/12/2018,4,5,0,1,1.73,3,Chelsea,1,3.85,E0,4.8,3.75,4.7,10,D,1,1.73,4,M Atkinson,Watford,2018
2090,0,10,A,2,0,0,5,11,27/12/2018,5,3,0,1,3.2,4,West Ham,0,3.45,E0,2.25,3.4,2.2,16,D,2,3.2,5,C Pawson,Southampton,2018
2091,0,10,H,0,2,0,3,11,29/12/2018,6,11,0,1,2.2,6,Everton,0,3.3,E0,3.4,3.3,3.4,13,D,0,2.2,4,A Madley,Brighton,2018
2092,0,12,H,0,1,0,5,14,29/12/2018,3,10,0,1,4,4,Huddersfield,0,3.25,E0,2.05,3.2,2,9,D,3,4,5,K Friend,Fulham,2018
2093,0,14,A,1,2,0,7,16,29/12/2018,4,16,0,0,6,10,Cardiff,0,4.1,E0,1.55,4.2,1.57,12,D,0,6,3,S Hooper,Leicester,2018
2094,1,8,H,1,2,0,10,15,29/12/2018,3,13,0,5,5.7,5,Arsenal,4,4.5,E0,1.47,4.75,1.53,8,H,1,6.5,2,M Oliver,Liverpool,2018
2095,0,7,A,3,2,0,3,10,29/12/2018,7,7,0,1,8,6,Wolves,1,5,E0,1.35,5,1.37,11,H,3,9.5,4,S Attwell,Tottenham,2018
2096,1,17,D,1,2,0,5,12,29/12/2018,6,16,0,1,4.4,3,Newcastle,0,3.5,E0,1.78,3.6,1.85,8,A,1,4.75,2,R East,Watford,2018
2097,0,15,H,0,4,0,5,17,30/12/2018,5,11,0,2,2.2,5,West Ham,2,3.4,E0,3.25,3.4,3.25,11,H,1,2.25,4,D Coote,Burnley,2018
2098,0,11,A,1,1,0,0,4,30/12/2018,4,8,0,0,1.75,3,Chelsea,0,3.7,E0,5,3.8,4.8,12,D,0,1.7,4,C Pawson,Crystal Palace,2018
2099,1,10,H,1,0,0,8,11,30/12/2018,5,7,1,4,8.8,4,Bournemouth,3,5.3,E0,1.35,5.25,1.33,7,H,2,8.5,3,L Mason,Man United,2018
2100,3,11,A,3,3,0,4,5,30/12/2018,8,10,1,1,1.35,3,Man City,1,5.3,E0,10,5.5,8,14,A,2,1.3,6,P Tierney,Southampton,2018
2101,0,7,H,1,1,0,9,16,01/01/2019,3,12,0,4,8,8,Fulham,1,5.3,E0,1.32,5.25,1.35,9,H,0,9.5,4,G Scott,Arsenal,2018
2102,3,6,A,3,0,0,3,6,01/01/2019,3,6,0,0,1.45,5,Tottenham,0,4.7,E0,7,4.4,6.7,13,A,1,1.47,4,K Friend,Cardiff,2018
2103,0,5,A,1,1,0,2,17,01/01/2019,5,8,0,0,3.7,6,Leicester,0,3.4,E0,2,3.4,2.05,8,D,3,3.9,4,M Atkinson,Everton,2018
2104,3,9,D,3,4,0,12,25,02/01/2019,2,15,0,3,2.75,4,Watford,3,3.5,E0,2.55,3.4,2.5,11,D,1,2.75,3,D Coote,Bournemouth,2018
2105,0,8,D,0,2,0,6,17,02/01/2019,2,11,0,0,8.5,7,Southampton,0,5.5,E0,1.25,6,1.33,6,D,1,12,2,J Moss,Chelsea,2018
2106,1,11,A,2,4,1,2,9,02/01/2019,2,9,1,1,3.85,5,Burnley,1,3.1,E0,2.1,3.1,2.1,16,D,0,4,8,M Dean,Huddersfield,2018
2107,0,10,A,2,2,0,3,14,02/01/2019,2,9,0,0,1.57,1,Man United,0,4.25,E0,6,4.2,5.6,16,D,1,1.55,7,A Marriner,Newcastle,2018
2108,0,9,D,2,1,0,6,13,02/01/2019,5,11,0,2,4.1,1,Brighton,0,3.5,E0,1.91,3.6,1.9,13,D,0,4,6,C Kavanagh,West Ham,2018
2109,0,9,A,2,1,0,1,9,02/01/2019,10,7,0,0,4.05,3,Crystal Palace,0,3.3,E0,2,3.3,1.97,17,D,4,4,4,R East,Wolves,2018
2110,0,12,H,1,2,0,4,9,03/01/2019,1,7,0,2,3.35,2,Liverpool,1,3.6,E0,2,3.75,2.1,7,H,4,3.5,5,A Taylor,Man City,2018
2111,0,15,A,1,0,0,0,7,12/01/2019,7,5,0,0,1.35,2,Liverpool,0,5.3,E0,10,5.5,8,10,D,0,1.3,3,K Friend,Brighton,2018
2112,1,5,H,1,2,0,0,11,12/01/2019,6,9,0,2,3.15,2,Fulham,2,3.25,E0,2.3,3.2,2.35,12,H,1,3.25,4,M Atkinson,Burnley,2018
